id,pcid,cid,招生代码,zstype,coname,conamememo,bdenji,选测等级,xdenjinuma,xdenjinumb,xdenjicanchange,diploma,yearno,ty,pici,source_pici,source_zscode,招生专业代码,specname,specflag,specnamememo,specnamememolq,specnamememoplan,招生计划增减,xuezi,xuefei,xuancei,sid,speccode,scateid,stypebig,stypesmall,计划招生,录取人数,最高分,最低分,分差,位次,segmenttotalman,linescore,zypingxing,zyzhengqiu,zyfucong,lastplannum,lastlqnum,2018最高分,2018最低分,2018分差,2018位次,lastsegmenttotalman,lastlinescore,lastzypingxing,lastzyzhengqiu,lastzyfucong,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,分差2019,位次2019,分差2018,位次2018,分差2017,位次2017,分差2016,位次2016,分差2015,位次2015,isok,zscode,specialtynum,specialtynum3,havespace,xdenji,underlinecount,underlinecount_old,minscoregailv,minscoregailv_2020_toudang,minscoregailv_2020_xh,minscoregailv_2020_4,minscoregailv_2020_3,minscoregailv_2020_1,minscoregailv_2019_used,minscoregailv_2019,minscoregailv_2018,minscoregailv_other,minscoregailv_1,minscoregailv_2019_1,plannum,lqnum,maxscore,minscore,minscoreminus,segmentposition,lastmaxscore,lastminscore,lastminscoreminus,lastsegmentposition,plannumupdown,minscoreminus2018,segmentposition2018,minscoreminus2017,segmentposition2017,minscoreminus2016,segmentposition2016,minscoreminus2015,segmentposition2015,minscoreminus2019,segmentposition2019
67793,,98,,,安徽大学,(合肥),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,301,343,0,0,0,43,44,,,,,358,339,44,0,0,0,1,0,0,1,A-,综合,安徽,公办,,,,,,,,,,,,2303,14,153,0,BB,0,0,374,374,373,373,373,373,0,0,0,0,0,0,33,0,0,374,31,4401,370,364,25,4520,-10,24,4437,21,4554,10,4610,8,5435,25,4520
68185,,99,,,北京林业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,282,343,0,0,0,15,15,,,,,358,339,15,0,0,0,1,1,0,1,A-,林业,北京,公办,,,,,,,,,,,,3114,7,59,0,BB,0,0,375,375,374,374,374,374,0,0,0,0,0,0,15,0,0,375,32,4119,368,364,25,4520,0,25,4160,23,4011,10,4610,8,5435,25,4520
68359,,100,,,河北师范大学,(石家庄),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,593,343,0,0,0,15,15,,,,,607,339,14,1,0,0,0,0,0,0,B+,师范,河北,公办,,,,,,,,,,,,3314,5,5,0,BB,0,0,349,349,347,347,347,347,0,0,0,0,0,0,15,0,0,347,4,16499,344,339,0,16782,0,0,0,0,0,0,0,0,0,0,16782
67176,,101,,,江南大学,(无锡),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,282,343,0,0,0,159,163,,,,,280,339,163,0,0,0,1,0,0,1,A-,综合,江苏,公办,,,,,,,,,,,,1201,11,101,0,BB,0,0,375,0,375,375,375,374,0,0,0,0,0,0,155,0,0,375,32,4119,383,365,26,4240,-4,25,4160,22,4281,11,4281,11,4475,26,4240
67400,,101,,中外合作办学,江南大学,(无锡),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,448,343,0,0,0,8,8,,,,,462,339,8,0,0,0,1,0,0,1,A-,综合,江苏,公办,,,,,,,,,,,,1626,1,6,0,BB,0,0,359,359,364,364,364,364,0,0,0,0,0,0,8,0,0,359,16,10155,358,354,15,8403,0,15,7771,13,7455,1,8247,8,5435,15,8403
69189,,102,,,成都理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,521,343,0,0,0,10,10,,,,,611,339,10,0,0,0,0,0,0,1,A-,理工,四川,公办,,,,,,,,,,,,6106,4,16,0,BB,0,0,355,355,351,351,351,351,0,0,0,0,0,0,8,0,0,355,12,12101,355,346,7,12481,-2,4,13318,1,13980,0,0,0,0,7,12481
68231,,104,,,华北电力大学(北京),,,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,7,7,,,,,337,339,7,0,0,0,0,0,0,0,,,北京,公办,,,,,,,,,,,,3128,4,64,0,B+B+,0,0,372,372,371,371,371,371,0,0,0,0,0,0,7,0,0,372,29,4997,365,363,24,4878,0,22,5059,18,5523,11,4281,7,5791,24,4878
68645,,105,,,黑龙江大学,(哈尔滨),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,608,343,0,0,0,16,16,,,,,625,339,15,1,0,0,0,0,0,0,B+,综合,黑龙江,公办,,,,,,,,,,,,4311,7,31,0,BB,0,0,347,347,351,351,351,351,0,0,0,0,0,0,16,0,0,345,2,17642,354,341,2,15521,0,2,14576,1,13980,0,8781,2,7854,2,15521
68628,,106,,,东北林业大学,(哈尔滨),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,407,343,0,0,0,6,6,,,,,405,339,6,0,0,0,1,0,0,1,A-,林业,黑龙江,公办,,,,,,,,,,,,4303,3,50,0,AB,0,0,366,366,364,364,364,364,0,0,0,0,0,0,7,0,0,366,23,7039,358,356,17,7511,1,5,12736,11,8351,0,8781,1,8292,17,7511
68349,,107,,,河北工业大学,(天津),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,329,343,0,0,0,6,6,,,,,447,339,6,0,0,0,1,0,0,1,A-,理工,河北,公办,,,,,,,,,,,,3307,3,10,0,BB,0,0,370,370,366,366,366,366,0,0,0,0,0,0,6,0,0,370,27,5660,361,358,19,6665,0,14,8204,7,10380,0,0,0,0,19,6665
67096,,108,,,中国药科大学,(南京),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,26,53,,,,,373,339,53,0,0,0,1,0,0,1,A-,医药,江苏,公办,,,,,,,,,,,,1109,2,24,0,AB,0,0,372,0,372,372,370,372,0,0,0,0,0,0,40,0,0,372,29,4997,369,361,22,5554,14,22,5059,21,4554,10,4610,10,4777,22,5554
68243,,109,,,首都师范大学,(北京),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,301,343,0,0,0,8,8,,,,,280,339,8,0,0,0,0,0,0,1,A-,师范,北京,公办,,,,,,,,,,,,3133,4,38,0,AB,0,0,374,374,374,374,374,374,0,0,0,0,0,0,8,0,0,374,31,4401,371,365,26,4240,0,25,4160,21,4554,11,4281,10,4777,26,4240
68072,,110,,中外合作办学,山东科技大学,(青岛),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,5,1,,,,,636,339,0,1,0,0,0,0,0,0,B+,理工,山东,公办,,,,,,,,,,,,2633,1,3,0,BB,0,0,343,343,348,348,348,348,0,0,0,0,0,0,5,0,0,343,0,18897,340,340,1,16146,0,-3,17875,1,13980,0,0,0,0,1,16146
67736,,111,,,宁波大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,407,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,A-,综合,浙江,公办,,,,,,,,,,,,2221,1,30,0,BB,0,0,366,366,357,357,357,357,0,0,0,0,0,0,3,0,0,366,23,7039,0,0,0,0,36077,0,0,5,11497,3,7328,0,8773,0,0
68833,,112,,,湖北大学,(武汉),,,7,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,566,343,0,0,0,4,4,,,,,533,339,4,0,0,0,0,0,0,0,B+,综合,湖北,公办,,,,,,,,,,,,5209,2,34,0,B+B,0,0,352,352,358,358,358,358,0,0,0,0,0,0,5,0,0,352,9,13695,358,348,9,11410,1,10,10113,7,10380,1,8247,0,8773,9,11410
69230,,115,,,四川师范大学,(成都),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,500,343,0,0,0,14,17,,,,,625,339,17,0,0,0,0,0,0,0,B,师范,四川,公办,,,,,,,,,,,,6140,4,7,0,BB,0,0,356,356,350,350,350,350,0,0,0,0,0,0,8,0,0,356,13,11601,359,341,2,15521,-6,0,0,0,0,0,0,0,0,2,15521
67115,,116,,,南京林业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,458,343,0,0,0,242,266,,,,,487,339,266,0,0,0,0,0,0,1,A-,林业,江苏,公办,,,,,,,,,,,,1115,11,110,0,BB,0,0,360,0,360,360,360,360,0,0,0,0,0,0,226,0,0,360,17,9697,367,350,11,10370,-16,11,9597,7,10380,3,7328,4,6965,11,10370
67171,,118,,,南京医科大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,573,343,0,0,0,99,100,,,,,612,339,100,0,0,0,0,0,0,0,B+,医药,江苏,公办,,,,,,,,,,,,1134,3,10,0,BB,0,0,349,0,352,352,352,352,0,0,0,0,0,0,99,0,0,349,6,15382,362,343,4,14285,0,3,13940,1,13980,0,0,0,0,4,14285
68118,,120,,,曲阜师范大学,,,,6,6,1,本科,2020,文科,本科第一批次,本科第二批次,,,,,,,,,,,,,,,,,,,,,,,550,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B,师范,山东,公办,,,,,,,,,,,,2671,7,0,0,BB,0,0,346,346,349,349,349,349,0,0,0,0,0,0,18,0,0,346,3,17092,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68874,,121,,,长江大学,(荆州),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,593,343,0,0,0,3,3,,,,,699,339,3,0,0,0,0,0,0,0,B+,综合,湖北,公办,,,,,,,,,,,,5243,2,2,0,BB,0,0,347,347,345,345,345,347,0,0,0,0,0,0,3,0,0,347,4,16499,339,335,-4,19428,0,0,0,0,0,0,0,0,0,-4,19428
67808,,122,,,安徽师范大学,(芜湖),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,500,343,0,0,0,30,30,,,,,533,339,30,0,0,0,0,0,0,0,B,师范,安徽,公办,,,,,,,,,,,,2309,11,19,0,BB,0,0,356,356,356,356,356,359,0,0,0,0,0,0,32,0,0,356,13,11601,358,348,9,11410,2,5,12736,0,0,0,0,0,0,9,11410
69068,,125,,,汕头大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,433,343,0,0,0,10,10,,,,,405,339,10,0,0,0,0,0,0,0,B+,综合,广东,公办,,,,,,,,,,,,5421,7,63,0,BB,0,0,364,364,365,365,365,365,0,0,0,0,0,0,10,0,0,364,21,7857,364,356,17,7511,0,16,7345,13,7455,5,6437,0,8773,17,7511
68181,,126,,,中国政法大学,(北京),,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,69,343,0,0,0,40,40,,,,,72,339,40,0,0,0,1,0,0,1,A-,政法,北京,公办,,,,,,,,,,,,3112,14,123,0,B+B+,0,0,396,396,395,395,395,395,0,0,0,0,0,0,41,0,0,396,53,692,398,385,46,804,1,45,772,43,814,26,1197,30,1003,46,804
68410,,128,,,中北大学,(太原),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,647,343,0,0,0,2,2,,,,,607,339,1,1,0,0,0,0,0,0,B,理工,山西,公办,,,,,,,,,,,,3402,1,3,0,BB,0,0,344,344,348,348,348,348,0,0,0,0,0,0,2,0,0,344,1,18250,342,339,0,16782,0,0,15888,0,0,0,0,0,0,0,16782
69392,,129,,,长安大学,(西安),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,339,343,0,0,0,10,10,,,,,336,339,10,0,0,0,1,0,0,1,A-,理工,陕西,公办,,,,,,,,,,,,7107,4,46,0,BB,0,0,371,371,369,369,369,369,0,0,0,0,0,0,9,0,0,371,28,5321,362,360,21,5927,-1,19,6200,16,6281,4,6876,0,8773,21,5927
67703,,130,,,浙江师范大学,(金华),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,301,343,0,0,0,6,6,,,,,358,339,6,0,0,0,0,0,0,0,B+,师范,浙江,公办,,,,,,,,,,,,2206,2,18,0,BB,0,0,374,374,371,370,370,370,0,0,0,0,0,0,6,0,0,374,31,4401,364,364,25,4520,0,21,5426,13,7455,5,6437,2,7854,25,4520
67258,,131,,,南通大学,,,,6,4,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,562,343,0,0,0,613,627,,,,,624,339,606,21,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1301,20,77,0,BC,0,0,351,351,351,351,351,351,0,0,0,0,0,0,544,0,0,350,7,14820,368,342,3,14897,-69,1,15232,2,13309,0,8781,0,8773,3,14897
67442,,131,,中外学分互认联合培养项目,南通大学,,,,6,4,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1791,2,2,0,BC,0,0,343,343,344,344,344,347,0,0,0,0,0,0,25,0,0,343,0,18897,0,0,0,0,36077,-4,18575,0,14645,0,0,0,0,0,0
68752,,132,,,河南师范大学,(新乡),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,550,343,0,0,0,20,19,,,,,607,339,16,3,0,0,0,0,0,0,B+,师范,河南,公办,,,,,,,,,,,,5153,6,10,0,BB,0,0,346,346,347,347,347,347,0,0,0,0,0,0,23,0,0,346,3,17092,344,339,0,16782,3,0,15888,0,0,0,0,0,0,0,16782
69406,,133,,,西安理工大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,339,0,0,0,0,0,0,0,0,B+,理工,陕西,公办,,,,,,,,,,,,7112,1,2,1,,0,0,0,0,347,347,347,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68954,,134,,,湖南科技大学,(湘潭),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,593,343,0,0,0,33,33,,,,,607,339,28,5,0,0,0,0,0,0,B,综合,湖南,公办,,,,,,,,,,,,5321,15,56,0,BB,0,0,347,347,348,348,348,348,0,0,0,0,0,0,32,0,0,347,4,16499,346,339,0,16782,-1,1,15232,0,14645,-4,11066,-7,12720,0,16782
69295,,135,,,贵州大学,(贵阳),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,407,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,1,A-,综合,贵州,公办,,,,,,,,,,,,6301,2,28,0,BB,0,0,366,366,356,356,356,356,0,0,0,0,0,0,4,0,0,366,23,7039,0,0,0,0,36077,15,7771,10,8831,1,8247,0,8773,0,0
68469,,137,,,辽宁大学,(沈阳),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,339,343,0,0,0,15,15,,,,,373,339,15,0,0,0,1,0,0,1,A-,综合,辽宁,公办,,,,,,,,,,,,4102,10,96,0,AB,0,0,371,371,369,369,369,369,0,0,0,0,0,0,15,0,0,371,28,5321,364,361,22,5554,0,19,6200,15,6665,3,7328,4,6965,22,5554
67949,,139,,,江西师范大学,(南昌),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,593,343,0,0,0,20,20,,,,,589,339,20,0,0,0,0,0,0,0,B,师范,江西,公办,,,,,,,,,,,,2510,30,30,0,BB,0,0,352,352,351,351,351,351,0,0,0,0,0,0,32,0,0,347,4,16499,356,344,5,13696,12,4,13318,3,12692,0,0,0,0,5,13696
68286,,141,,,天津医科大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,1,A-,医药,天津,公办,,,,,,,,,,,,3203,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68632,,142,,,东北农业大学,(哈尔滨),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,433,343,0,0,0,4,4,,,,,487,339,4,0,0,0,1,0,0,1,A-,农林,黑龙江,公办,,,,,,,,,,,,4304,2,17,0,BB,0,0,364,364,365,365,365,365,0,0,0,0,0,0,4,0,0,364,21,7857,356,355,16,7916,0,7,11633,6,10937,0,8781,-3,10345,16,7916
68029,,143,,,济南大学,,,,6,4,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,476,343,0,0,0,19,19,,,,,487,339,19,0,0,0,0,0,0,0,B+,综合,山东,公办,,,,,,,,,,,,2602,9,25,0,BC,0,0,361,361,362,362,362,362,0,0,0,0,0,0,20,0,0,361,18,9221,367,355,16,7916,1,13,8611,6,10937,0,0,0,0,16,7916
68211,,144,,,北京中医药大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,156,343,0,0,0,2,2,,,,,199,339,2,0,0,0,1,0,0,1,A-,医药,北京,公办,,,,,,,,,,,,3121,2,17,0,AB,0,0,384,384,383,383,383,383,0,0,0,0,0,0,2,0,0,384,41,2149,374,373,34,2359,0,29,3185,31,2265,13,3678,0,0,34,2359
68514,,145,,,东北财经大学,(大连),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,8,8,,,,,358,339,8,0,0,0,0,0,0,0,A-,财经,辽宁,公办,,,,,,,,,,,,4133,5,116,0,AB,0,0,374,374,371,371,371,371,0,0,0,0,0,0,5,0,0,0,0,0,369,364,25,4520,-3,21,5426,18,5523,8,5292,2,7854,25,4520
68516,,145,,中外合作办学,东北财经大学,(大连),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,521,343,0,0,0,2,2,,,,,487,339,2,0,0,0,0,0,0,0,A-,财经,辽宁,公办,,,,,,,,,,,,4133,5,2,0,AB,0,0,355,355,360,360,360,360,0,0,0,0,0,0,6,0,0,355,12,12101,351,350,11,10370,4,0,0,0,0,0,0,0,0,11,10370
69084,,146,,,深圳大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,301,343,0,0,0,11,11,,,,,280,339,11,0,0,0,0,0,0,0,B+,综合,广东,公办,,,,,,,,,,,,5451,8,45,0,AB,0,0,374,374,373,373,373,373,0,0,0,0,0,0,11,0,0,374,31,4401,373,365,26,4240,0,24,4437,19,5199,7,5665,5,6550,26,4240
69065,,149,,,广州大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,339,0,0,0,0,0,0,0,0,B+,综合,广东,公办,,,,,,,,,,,,5419,1,2,1,,0,0,0,0,347,347,347,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
69394,,151,,,西安建筑科技大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B+,理工,陕西,公办,,,,,,,,,,,,7108,1,17,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68233,,153,,,中央民族大学,(北京),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,143,343,0,0,0,18,18,,,,,186,339,18,0,0,1,1,0,1,1,A,民族,北京,公办,,,,,,,,,,,,3129,8,96,0,BB,0,0,388,388,384,384,384,384,0,0,0,0,0,0,16,0,0,388,45,1551,382,375,36,1975,-2,35,2017,31,2265,15,3146,16,3181,36,1975
69225,,154,,,西南科技大学,(绵阳),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,608,343,0,0,0,12,12,,,,,699,339,10,2,0,0,0,0,0,0,B+,理工,四川,公办,,,,,,,,,,,,6131,3,9,0,BB,0,0,345,345,345,345,345,348,0,0,0,0,0,0,12,0,0,345,2,17642,343,333,-6,20791,0,0,15888,0,14645,0,0,0,0,-6,20791
67633,,155,,,上海理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,21,22,,,,,373,339,22,0,0,0,0,0,0,0,B+,理工,上海,公办,,,,,,,,,,,,2115,5,59,0,BB,0,0,369,369,370,370,370,370,0,0,0,0,0,0,21,0,0,0,0,0,370,361,22,5554,0,21,5426,18,5523,10,4610,8,5435,22,5554
67636,,155,,中外合作办学,上海理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,521,343,0,0,0,4,4,,,,,625,339,4,0,0,0,0,0,0,0,B+,理工,上海,公办,,,,,,,,,,,,2115,2,24,0,BB,0,0,355,355,363,363,363,363,0,0,0,0,0,0,4,0,0,355,12,12101,356,341,2,15521,0,21,5426,18,5523,9,4937,9,5085,2,15521
69181,,156,,,西南财经大学,(成都市温江区),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,165,343,0,0,0,32,32,,,,,159,339,32,0,0,0,1,0,0,1,A-,财经,四川,公办,,,,,,,,,,,,6103,13,177,0,AB,0,0,387,387,385,385,385,385,0,0,0,0,0,0,32,0,0,387,44,1694,384,376,37,1816,0,34,2177,35,1595,24,1430,21,2189,37,1816
68936,,157,,,长沙理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,593,343,0,0,0,2,2,,,,,607,339,2,0,0,0,0,0,0,0,B+,理工,湖南,公办,,,,,,,,,,,,5307,4,17,0,BB,0,0,347,347,351,351,351,351,0,0,0,0,0,0,8,0,0,347,4,16499,344,339,0,16782,6,6,12182,4,12102,1,8247,2,7854,0,16782
68061,,159,,,青岛科技大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B+,理工,山东,公办,,,,,,,,,,,,2623,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68878,,162,,,三峡大学,(宜昌),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,647,343,0,0,0,11,5,,,,,607,339,4,1,0,0,0,0,0,0,B+,综合,湖北,公办,,,,,,,,,,,,5251,4,4,0,BB,0,0,344,344,347,347,347,347,0,0,0,0,0,0,13,0,0,344,1,18250,342,339,0,16782,2,0,0,0,0,0,0,0,0,0,16782
68931,,163,,,湖南农业大学,(长沙),,,6,4,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,608,343,0,0,0,10,10,,,,,624,339,10,0,0,0,0,0,0,0,B+,农林,湖南,公办,,,,,,,,,,,,5305,6,12,0,BC,0,0,345,345,351,351,351,351,0,0,0,0,0,0,18,0,0,345,2,17642,357,342,3,14897,8,3,13940,2,13309,0,0,0,0,3,14897
68478,,164,,,沈阳工业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,647,343,0,0,0,14,13,,,,,607,339,12,1,0,0,0,0,0,0,B+,理工,辽宁,公办,,,,,,,,,,,,4108,6,20,0,BB,0,0,344,344,348,348,348,348,0,0,0,0,0,0,16,0,0,344,1,18250,342,339,0,16782,2,0,15888,0,14645,0,0,0,0,0,16782
69478,,166,,,兰州理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,9,9,,,,,699,339,9,0,0,0,0,0,0,0,B+,理工,甘肃,公办,,,,,,,,,,,,7202,4,7,0,BB,0,0,343,343,345,345,345,347,0,0,0,0,0,0,8,0,0,343,0,18897,339,333,-6,20791,-1,-10,22730,0,0,0,0,0,0,-6,20791
67904,,170,,,华侨大学,(泉州),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,556,343,0,0,0,34,35,,,,,611,339,35,0,0,0,0,0,0,0,B+,综合,福建,公办,,,,,,,,,,,,2422,10,108,0,BB,0,0,353,353,354,354,354,357,0,0,0,0,0,0,29,0,0,353,10,13139,355,346,7,12481,-5,5,12736,9,9346,0,8781,1,8292,7,12481
69260,,171,,,西南政法大学,(重庆),,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,156,343,0,0,0,61,60,,,,,273,339,60,0,0,0,0,0,0,0,B,政法,重庆,公办,,,,,,,,,,,,6203,11,93,0,B+B+,0,0,384,384,378,378,378,378,0,0,0,0,0,0,54,0,0,384,41,2149,384,369,30,3201,-7,29,3185,26,3281,12,3964,14,3648,30,3201
67708,,174,,,浙江工商大学,(杭州),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,323,343,0,0,0,31,41,,,,,447,339,41,0,0,0,0,0,0,0,B+,财经,浙江,公办,,,,,,,,,,,,2207,13,138,0,BB,0,0,369,369,368,368,368,368,0,0,0,0,0,0,31,0,0,369,26,5989,364,358,19,6665,0,18,6572,16,6281,4,6876,5,6550,19,6665
68975,,175,,,南华大学,(衡阳),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,8,5,,,,,607,339,5,0,0,0,0,0,0,0,B,综合,湖南,公办,,,,,,,,,,,,5341,3,10,0,BB,0,0,343,343,348,348,348,348,0,0,0,0,0,0,8,0,0,343,0,18897,341,339,0,16782,0,-1,16535,-2,15973,0,0,0,0,0,16782
68217,,183,,,中国传媒大学,(北京),,,7,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,5,5,,,,,108,339,5,0,0,0,1,0,0,1,A-,语言,北京,公办,,,,,,,,,,,,3123,4,59,0,B+B,0,0,393,393,393,393,393,393,0,0,0,0,0,0,10,0,0,0,0,0,389,383,44,966,5,44,848,41,972,28,958,28,1207,44,966
68221,,183,,中外合作办学,中国传媒大学,(北京),,,7,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,142,343,0,0,0,4,4,,,,,196,339,4,0,0,0,1,0,0,1,A-,语言,北京,公办,,,,,,,,,,,,3123,1,1,0,B+B,0,0,385,385,382,382,382,382,0,0,0,0,0,0,4,0,0,385,42,2007,381,372,33,2558,0,0,0,0,0,0,0,0,0,33,2558
67078,,184,,,南京信息工程大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,476,343,0,0,0,377,378,,,,,487,339,378,0,0,0,0,0,0,1,A-,理工,江苏,公办,,,,,,,,,,,,1106,17,119,0,BB,0,0,361,0,360,360,360,359,0,0,0,0,0,0,457,0,0,361,18,9221,368,350,11,10370,80,10,10113,7,10380,2,7788,2,7854,11,10370
