id,coname,conamememo,diploma,yearno,ty,pici,一本线,lastplannum,lastlqnum,lastsegmenttotalman,2019一本线,lastzypingxing,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,zscode,specialtynum,specialtynum3,xdenji,2020最低投挡线,minscoregailv_2020_xh,minscoregailv_2020_4,minscoregailv_2020_3,minscoregailv_2020_1,2020招生计划,2020招生计划变化,2020最高分,2020最低分,2020线差,2020位次,2019最高分,2019最低分,2019线差,2019位次,2018线差,2018位次,2017线差,2017位次,2016线差,2016位次,2015线差,2015位次
69258,西南大学,(重庆),本科,2020,文科,本科第一批次,343,18,17,265,339,17,0,1,0,0,1,A-,综合,重庆,公办,6202,13,82,B+B,376,375,375,375,375,21,3,0,376,33,3866,374,366,27,3975,23,4733,24,3778,11,4281,9,5085
67204,徐州工程学院,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B-,理工,江苏,公办,1224,2,0,BC,0,346,346,346,348,220,36077,0,343,0,18897,0,0,0,0,0,0,0,0,0,0,0,0
67157,江苏第二师范学院,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B-,师范,江苏,公办,1131,8,0,BC,0,352,352,352,353,260,36077,0,349,6,15382,0,0,0,0,0,0,0,0,0,0,0,0
67766,宁波诺丁汉大学,,本科,2020,文科,本科第一批次,343,14,14,405,339,14,0,0,0,0,0,A-,综合,浙江,中外合作办学,2245,5,35,BC,343,366,366,366,366,14,0,0,343,0,18897,383,356,17,7511,0,0,15,6665,1,8247,10,4777
69090,北京师范大学-香港浸会大学联合国际学院,(珠海)★,本科,2020,文科,本科第一批次,343,5,5,487,339,5,0,0,0,0,0,A-,综合,广东,民办,5461,2,8,BB,354,360,360,360,360,6,1,0,354,11,12622,359,350,11,10370,0,0,2,13309,0,8781,6,6164
68970,湖南工业大学,(株洲),本科,2020,文科,本科第一批次,343,24,25,607,339,25,0,0,0,0,0,B,理工,湖南,公办,5332,10,23,BB,344,347,347,347,350,22,-2,0,344,1,18250,346,339,0,16782,-5,19211,0,0,0,0,0,0
67561,西交利物浦大学,(苏州)★,本科,2020,文科,本科第一批次,343,143,143,405,339,143,0,0,0,0,0,A-,综合,江苏,中外合作办学,1921,4,32,BC,343,368,368,368,368,232,89,0,343,0,18897,392,356,17,7511,20,5815,17,5879,6,6056,8,5435
68240,北京第二外国语学院,,本科,2020,文科,本科第一批次,343,11,11,373,339,11,0,0,0,0,0,B,语言,北京,公办,3132,5,111,BB,367,375,375,370,375,10,-1,0,367,24,6666,369,361,22,5554,27,3638,26,3281,13,3678,16,3181
67600,华东政法大学,(上海),本科,2020,文科,本科第一批次,343,37,37,90,339,37,0,0,0,0,0,B,政法,上海,公办,2107,9,163,BB,394,393,393,393,393,38,1,0,394,51,851,391,384,45,876,42,1012,42,898,28,958,30,1003
68214,中国矿业大学(北京),,本科,2020,文科,本科第一批次,343,7,7,339,339,7,0,1,1,0,0,A-,工科,江苏,公办,3122,3,27,AB,373,371,371,371,371,7,0,0,373,30,4702,365,362,23,5215,21,5426,18,5523,7,5665,4,6965
68079,中国石油大学(华东),(华东)(东营),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,1,1,0,1,A,理工,山东,公办,2641,1,5,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69412,西安医学院,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B-,医药,陕西,公办,7114,1,0,BC,344,360,360,360,360,2,36077,0,344,1,18250,0,0,0,0,0,0,0,0,0,0,0,0
69071,南方医科大学,(广州),本科,2020,文科,本科第一批次,343,8,8,611,339,8,0,0,0,0,0,B+,医药,广东,公办,5422,4,10,BB,355,354,354,354,354,10,2,0,355,12,12101,356,346,7,12481,3,13940,0,0,0,0,0,0
67982,东华理工大学,(南昌),本科,2020,文科,本科第一批次,343,15,15,625,339,14,0,0,0,0,0,B+,理工,江西,公办,2541,4,13,BC,346,349,349,349,349,13,-2,0,346,3,17092,347,341,2,15521,0,15888,0,14645,0,0,0,0
67638,上海海洋大学,,本科,2020,文科,本科第一批次,343,18,18,503,339,18,0,0,0,0,1,A-,农林,上海,公办,2116,6,18,BB,363,359,359,359,359,18,0,0,0,0,0,359,352,13,9366,10,10113,5,11497,0,0,0,0
67641,上海海洋大学,,本科,2020,文科,本科第一批次,343,2,2,625,339,1,0,0,0,0,1,A-,农林,上海,公办,2116,1,3,BB,349,354,354,354,354,5,3,0,349,6,15382,352,341,2,15521,11,9597,5,11497,0,0,0,0
67731,浙江农林大学,(杭州),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B+,林业,浙江,公办,2214,5,0,BC,349,349,349,349,355,5,36077,0,349,6,15382,0,0,0,0,0,0,0,0,0,0,0,0
68838,湖北中医药大学,(武汉),本科,2020,文科,本科第一批次,343,29,29,607,339,26,0,0,0,0,0,B,医药,湖北,公办,5211,14,51,BC,351,348,348,348,348,27,-2,0,347,4,16499,355,339,0,16782,0,15888,1,13980,8,5292,6,6164
67193,江苏师范大学,(徐州),本科,2020,文科,本科第一批次,343,640,647,538,339,644,0,0,0,0,0,B+,师范,江苏,公办,1222,29,132,BC,0,356,356,356,355,659,19,0,358,15,10603,381,347,8,11943,4,13318,5,11497,0,8781,0,8773
67403,江苏师范大学,(徐州),本科,2020,文科,本科第一批次,343,30,27,679,339,25,0,0,0,0,0,B+,师范,江苏,公办,1628,1,4,BC,343,347,347,347,347,30,0,0,343,0,18897,340,329,-10,23521,-9,22012,-10,21903,0,0,0,0
68354,华北电力大学(保定),,本科,2020,文科,本科第一批次,343,12,12,399,339,12,0,0,0,0,0,,,北京,公办,3311,4,44,B+B+,368,365,365,365,365,12,0,0,368,25,6312,362,357,18,7112,17,6967,11,8351,7,5665,2,7854
67629,上海对外经贸大学,,本科,2020,文科,本科第一批次,343,4,4,159,339,4,0,0,0,0,0,B,财经,上海,公办,2114,3,59,BB,376,386,386,386,386,7,3,0,376,33,3866,384,376,37,1816,37,1670,40,1068,24,1430,24,1713
67631,上海对外经贸大学,,本科,2020,文科,本科第一批次,343,6,6,238,339,6,0,0,0,0,0,B,财经,上海,公办,2114,3,41,BB,0,382,382,382,382,6,0,0,0,0,0,375,370,31,2963,31,2769,33,1942,22,1761,22,2023
67727,浙江财经大学,(杭州),本科,2020,文科,本科第一批次,343,33,34,462,339,34,0,0,0,0,0,B+,财经,浙江,公办,2213,12,48,BB,364,362,362,362,362,36,3,0,0,0,0,363,354,15,8403,12,9090,10,8831,4,6876,5,6550
67729,浙江财经大学,(杭州),本科,2020,文科,本科第一批次,343,7,7,607,339,6,0,0,0,0,0,B+,财经,浙江,公办,2213,3,6,BB,349,355,355,355,355,7,0,0,345,2,17642,351,339,0,16782,12,9090,0,0,0,0,0,0
69279,四川外国语大学,(重庆),本科,2020,文科,本科第一批次,343,24,26,337,339,26,0,0,0,0,0,B,语言,重庆,公办,6212,11,45,BC,365,371,371,371,371,24,0,0,365,22,7446,380,363,24,4878,19,6200,17,5879,10,4610,7,5791
67213,河海大学(常州校区),,本科,2020,文科,本科第一批次,343,79,90,402,339,90,0,1,1,0,1,A-,理工,江苏,公办,1241,3,16,BB,370,368,368,368,368,80,1,0,370,27,5660,367,359,20,6263,18,6572,16,6281,5,6437,10,4777
67251,江苏科技大学(张家港校区),,本科,2020,文科,本科第一批次,343,70,70,636,339,70,0,0,0,0,0,B+,理工,江苏,公办,1264,1,3,BC,345,348,348,348,348,70,0,0,345,2,17642,345,340,1,16146,0,15888,0,14645,0,0,0,0
69192,成都信息工程大学,,本科,2020,文科,本科第一批次,343,8,10,607,339,5,0,0,0,0,0,B,理工,四川,公办,6107,9,8,BB,346,354,354,345,354,10,2,0,346,3,17092,345,339,0,16782,0,0,0,0,0,0,0,0
68374,华北理工大学,(唐山),本科,2020,文科,本科第一批次,343,20,16,607,339,15,0,0,0,0,0,B,综合,河北,公办,3332,7,26,BB,344,348,348,348,348,14,-6,0,344,1,18250,346,339,0,16782,0,15888,0,14645,0,0,0,0
67768,温州肯恩大学,★,本科,2020,文科,本科第一批次,343,8,8,533,339,8,0,0,0,0,0,B,综合,浙江,中外合作办学,2248,7,4,BC,343,358,358,358,358,8,0,0,343,0,18897,353,348,9,11410,0,0,0,0,0,0,0,0
67865,合肥工业大学(宣城校区),(宣城),本科,2020,文科,本科第一批次,343,6,6,402,339,6,0,1,0,0,1,A-,理工,安徽,公办,2383,3,10,BB,368,367,367,367,367,6,0,0,368,25,6312,361,359,20,6263,15,7771,10,8831,1,8247,0,0
67677,上海立信会计金融学院,,本科,2020,文科,本科第一批次,343,27,27,373,339,27,0,0,0,0,0,B,财经,上海,公办,2137,13,42,BB,369,372,372,373,373,29,2,0,369,26,5989,370,361,22,5554,24,4437,22,4281,19,2285,0,0
67253,中国人民大学(苏州校区),(苏州),本科,2020,文科,本科第一批次,343,15,15,102,339,15,1,1,1,1,1,A+,综合,北京,公办,1265,3,24,A+A,389,392,392,392,392,13,-2,0,389,46,1430,391,381,42,1182,42,1012,41,972,28,958,27,1324
67283,南京林业大学(淮安校区),,本科,2020,文科,本科第一批次,343,465,465,607,339,461,0,0,0,0,1,A-,林业,江苏,公办,1345,6,9,BB,345,346,346,346,346,540,75,0,345,2,17642,353,339,0,16782,0,15888,-10,21903,0,0,0,0
67327,南京中医药大学(泰州校区),,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,1,A-,医药,江苏,公办,1422,1,0,BC,351,367,367,367,365,36,36077,0,351,8,14261,0,0,0,0,0,0,0,0,0,0,0,0
67348,南京中医药大学(泰州校区),,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,1,A-,医药,江苏,公办,1504,13,26,BC,343,347,347,347,347,36,36077,0,343,0,18897,0,0,0,0,0,0,0,0,0,0,0,0
