本基金收益率数据由邢不行整理，包含了2008年-2021年所有主动偏股型基金，并剔除当年新上市基金，同一个基金的A类/C类份额中只取A类。,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
009391.OF,,,,,,,,,,,,,,-0.033616013
009360.OF,,,,,,,,,,,,,,-0.03341695
010305.OF,,,,,,,,,,,,,,-0.033224884
240017.OF,,,,-0.234636309,0.200868764,0.604296832,0.117723422,0.60731096,-0.223511067,0.118870425,-0.318548166,0.468420629,0.753383377,-0.033083007
162211.OF,,,0.123737373,-0.162882082,0.007952286,0.250009669,0.023575638,0.122840691,-0.285470085,0.057416268,-0.291855204,0.201277955,0.292553192,-0.032925488
005953.OF,,,,,,,,,,,,0.159791576,0.662680199,-0.032706598
006336.OF,,,,,,,,,,,,,0.761707227,-0.032703679
009659.OF,,,,,,,,,,,,,,-0.032520325
009661.OF,,,,,,,,,,,,,,-0.032173342
001739.OF,,,,,,,,,-0.008789063,0.013793103,-0.014577259,0.07790927,0.205855444,-0.031866464
519191.OF,,,,,,,,0.056646078,0.090490647,0.125439522,-0.160686283,0.303581884,0.001728373,-0.031774852
006158.OF,,,,,,,,,,,,0.384329609,0.57205332,-0.031687376
009776.OF,,,,,,,,,,,,,,-0.031301626
002125.OF,,,,,,,,,,,-0.381330685,0.55858748,0.713697219,-0.03125
010594.OF,,,,,,,,,,,,,,-0.030962179
004249.OF,,,,,,,,,,,-0.225806452,0.398504274,0.365164248,-0.03077784
660010.OF,,,,,0.014625229,0.00508744,-0.15522514,0.128073898,-0.063074029,0.341088934,-0.175077059,0.402797053,0.714611872,-0.030448291
008381.OF,,,,,,,,,,,,,,-0.030293832
620007.OF,,,,,,,,,,,-0.210251955,0.253025303,0.490781387,-0.030153121
470006.OF,,,,-0.238613861,0.144343303,0.416327751,0.103015076,0.460895976,-0.168237933,-0.032640949,-0.184815951,0.61485582,0.898408812,-0.029640452
000892.OF,,,,,,,,,0.038350911,0.255564476,-0.044153721,0.094952951,0.167187501,-0.029438324
001178.OF,,,,,,,,,0.080504365,0.235464715,-0.1875,0.708559047,0.226646197,-0.029399215
166023.OF,,,,,,,,,,,-0.223113965,0.598930481,0.528926803,-0.029231916
090015.OF,,,,,0.081015719,0.257270694,0.360320285,0.732504905,-0.158550396,0.218483625,-0.240427099,0.490063015,0.660702668,-0.028991185
010104.OF,,,,,,,,,,,,,,-0.028981321
001660.OF,,,,,,,,,,,,0.309662398,0.238222222,-0.028715004
005433.OF,,,,,,,,,,,,,,-0.028454063
004320.OF,,,,,,,,,,,-0.119841926,0.151926491,0.500725163,-0.028448901
001708.OF,,,,,,,,,-0.254345837,0.320245399,-0.236988848,0.198538368,0.362804878,-0.028337062
001313.OF,,,,,,,,,-0.268973214,0.145038168,-0.337333333,0.635814889,0.619926199,-0.028321944
001728.OF,,,,,,,,,-0.055335968,0.282426778,-0.227569331,0.535374868,0.558459422,-0.028243601
001297.OF,,,,,,,,,-0.402386117,0.038112523,-0.305944056,0.654911839,0.834094368,-0.028215768
005303.OF,,,,,,,,,,,-0.221989215,0.599666282,0.79691888,-0.028175932
005550.OF,,,,,,,,,,,,0.455878246,0.510789297,-0.027994668
001832.OF,,,,,,,,,,,,0.804026846,0.892857143,-0.027908805
519610.OF,,,,,,,,,,0.045135318,-0.013526569,0.103339928,0.201174622,-0.02736407
010338.OF,,,,,,,,,,,,,,-0.02735623
008359.OF,,,,,,,,,,,,,,-0.027225056
000417.OF,,,,,,,,0.186062506,0.010291595,0.061957454,-0.338207736,0.44450402,0.486915367,-0.027186042
008303.OF,,,,,,,,,,,,,,-0.026924435
180028.OF,,,,,,,,,,,-0.215311005,0.429268293,0.560580205,-0.02677754
350008.OF,,,,,0.07306434,0.301829268,0.288056206,0.178787879,-0.275064267,0.260283688,-0.325830051,0.332220367,0.546365915,-0.026742301
000550.OF,,,,,,,,0.573372781,-0.197066566,0.06088993,-0.348344371,0.285907859,0.652792413,-0.026139624
162212.OF,,,0.193016489,-0.156269639,0.032225579,0.320239428,0.114566436,0.272118226,-0.258767863,0.15969333,-0.263364415,0.37096485,0.337700132,-0.026108988
000878.OF,,,,,,,,0.255172414,-0.148351648,0.331797235,-0.096193772,0.584528288,0.573596853,-0.025948901
005481.OF,,,,,,,,,,,,0.578334186,0.953047849,-0.025860649
080008.OF,,,,,-0.008024072,0.077559614,0.236220472,0.44267516,0.026490066,0.122580645,-0.20881226,0.14346247,0.433562731,-0.025840521
860010.OF,,,,,,,,,,,,,,-0.025838833
481013.OF,,,,,0.049763033,0.097065463,0.203703704,0.314529915,-0.021456437,0.267228467,-0.197229552,0.404272802,0.750146284,-0.0257521
001861.OF,,,,,,,,,-0.0179982,0.165563588,-0.197169564,0.468443961,0.677510189,-0.025576464
001392.OF,,,,,,,,,0.02997003,0.126673133,-0.113464187,0.256457565,0.073266868,-0.025491467
160512.OF,,,,,0.119419644,0.186440678,0.248912441,0.603896913,0.105817682,-0.144573322,-0.331719128,0.484057971,0.661132813,-0.025278752
010059.OF,,,,,,,,,,,,,,-0.024690339
001531.OF,,,,,,,,,0.029182879,0.037807183,-0.0928051,0.238731051,0.382526947,-0.024385955
168104.OF,,,,,,,,,,0.030327751,-0.139611689,0.494242178,0.686517203,-0.024354078
001105.OF,,,,,,,,,-0.185929648,0.202160494,-0.252888318,0.283505155,0.649263722,-0.024350649
000761.OF,,,,,,,,0.09202454,-0.142054575,0.148737138,-0.236970684,0.314834578,0.619642857,-0.024255788
001044.OF,,,,,,,,,-0.047337278,0.447204969,-0.168097282,0.363080212,0.671296296,-0.024118668
005662.OF,,,,,,,,,,,,0.396789966,0.082642112,-0.023968511
005259.OF,,,,,,,,,,,,0.59877332,0.717311381,-0.023828361
005492.OF,,,,,,,,,,,,0.381067961,0.793760984,-0.023710381
005526.OF,,,,,,,,,,,,0.602965022,0.643858382,-0.023471496
700001.OF,,,,,0.034330011,0.363507531,0.236480054,0.395121951,-0.338578089,0.029955947,-0.191616767,0.400000001,0.616024187,-0.023382412
002142.OF,,,,,,,,,,0.321181378,-0.158203803,0.442710962,0.619707467,-0.023292403
001069.OF,,,,,,,,,-0.185459941,-0.000910747,-0.240656335,0.779111645,0.829959514,-0.023193215
501063.OF,,,,,,,,,,,,,0.347045212,-0.023158616
009992.OF,,,,,,,,,,,,,,-0.023148148
010723.OF,,,,,,,,,,,,,,-0.023035096
003955.OF,,,,,,,,,,,-0.196660206,0.663975501,0.466175896,-0.022822366
008093.OF,,,,,,,,,,,,,0.408316073,-0.022646851
001723.OF,,,,,,,,,-0.139072848,-0.194505495,-0.338335607,0.303092784,0.31471519,-0.022505717
004703.OF,,,,,,,,,,,-0.208059981,0.500591716,0.482649842,-0.022340426
003232.OF,,,,,,,,,,0.084677419,-0.25161283,0.3728608,0.163034943,-0.022165189
519670.OF,,,0.2993692,-0.204958353,0.030303031,0.538539553,0.304719255,0.633640078,-0.163211277,0.084527221,-0.29326288,0.542056075,0.760436988,-0.022072364
519193.OF,,,,,,,,,,,-0.096826205,0.651038241,0.482585932,-0.021802549
005347.OF,,,,,,,,,,,,,,-0.021769729
001163.OF,,,,,,,,,-0.157581764,0.347058824,-0.299563319,0.581047382,0.885646688,-0.021748223
009527.OF,,,,,,,,,,,,,,-0.021721367
009951.OF,,,,,,,,,,,,,,-0.021717767
379010.OF,,,0.045582948,-0.283966516,0.136690647,0.033227848,0.330015314,0.378238342,-0.255221387,0.164329781,-0.32330061,0.707991039,0.664713598,-0.021533077
166109.OF,,,,,,,,,,,,,,-0.021275024
007592.OF,,,,,,,,,,,,,,-0.021236685
070022.OF,,,,,0.058888889,0.264428122,0.26473029,0.690288714,-0.144345943,0.193188163,-0.308376228,0.303788904,0.604047743,-0.020714492
006072.OF,,,,,,,,,,,,0.270827083,0.798851027,-0.020386735
009993.OF,,,,,,,,,,,,,,-0.020276656
008903.OF,,,,,,,,,,,,,,-0.019621857
001874.OF,,,,,,,,,,0.237722681,-0.11876716,0.549234135,0.586158193,-0.019592087
005689.OF,,,,,,,,,,,,0.763798095,0.898351292,-0.019421363
690001.OF,,,-0.068765534,-0.22064057,0.027397261,0.015555555,0.284463895,0.591141397,-0.049785868,0.173521127,-0.199231877,0.428164807,0.734831461,-0.01914045
001068.OF,,,,,,,,,-0.102512563,0.100783875,-0.15768057,0.25,0.163285024,-0.01910299
050026.OF,,,,,,0.332659252,0.086951473,0.449188992,-0.213785676,0.054109589,-0.194931774,0.841000807,0.843928102,-0.019033239
000935.OF,,,,,,,,0.179250721,-0.365454546,0.080229228,-0.168435013,0.374800637,0.531322507,-0.018938591
006216.OF,,,,,,,,,,,,0.680062733,0.145073481,-0.018902532
000030.OF,,,,,,,0.422764228,0.407857143,-0.056036913,0.017910448,0.020332356,0.175033531,0.363717897,-0.018827709
005620.OF,,,,,,,,,,,,0.639538945,0.649512794,-0.018770449
008131.OF,,,,,,,,,,,,,,-0.018616021
001579.OF,,,,,,,,,,,-0.113035552,0.704008222,0.531363088,-0.018117369
002621.OF,,,,,,,,,,0.310590631,-0.173271173,0.714285714,0.533991228,-0.017869907
006529.OF,,,,,,,,,,,,,0.678322132,-0.01786113
005894.OF,,,,,,,,,,,,0.370736955,0.599717448,-0.017858895
006227.OF,,,,,,,,,,,,,0.584413506,-0.017523482
169104.OF,,,,,,,,,,0.554438083,-0.200413994,0.483843759,0.723631509,-0.017417023
002547.OF,,,,,,,,,,0.178464606,-0.185279188,0.552440291,0.779264214,-0.017293233
004075.OF,,,,,,,,,,,-0.086341245,0.726693461,0.962927217,-0.016890817
008819.OF,,,,,,,,,,,,,,-0.016498065
519929.OF,,,,,,,,,,-0.116525424,-0.302158273,0.513745704,0.594778661,-0.016370107
002182.OF,,,,,,,,,-0.217741935,0.048969072,-0.283783784,0.221269297,0.206460674,-0.016298021
000127.OF,,,,,,,0.435302998,0.492750357,-0.077654756,0.253996835,-0.175485162,0.412681655,0.684783563,-0.016208426
005449.OF,,,,,,,,,,,,0.310845122,0.56188895,-0.016003307
006921.OF,,,,,,,,,,,,,0.573091209,-0.015951307
160812.OF,,,,,,,,0.175487465,-0.162322275,0.084865629,-0.210560626,0.327002477,0.678282514,-0.015930646
004641.OF,,,,,,,,,,,-0.193065482,0.329144225,0.306168393,-0.015856601
002838.OF,,,,,,,,,,0.144848485,0.027825576,0.062092113,0.126973317,-0.015849111
001795.OF,,,,,,,,,-0.13013013,0.265822785,-0.392727273,0.595808383,0.219418386,-0.015847373
006408.OF,,,,,,,,,,,,0.410235906,0.769279841,-0.015744562
010783.OF,,,,,,,,,,,,,,-0.015509236
007775.OF,,,,,,,,,,,,,0.460922235,-0.015313628
003586.OF,,,,,,,,,,0.060356101,-0.278626316,0.117964229,0.221620986,-0.015214251
005400.OF,,,,,,,,,,,,0.748149975,0.591293918,-0.015207271
540006.OF,,,0.082028004,-0.193936357,0.049943011,0.103621831,0.602521684,0.351821885,0.064600016,0.280679307,-0.206085377,0.429432178,0.426448618,-0.015174775
080015.OF,,,,,,-0.006910168,0.212723658,-0.06147541,-0.269868996,-0.065789474,-0.213828425,0.216612378,0.378848728,-0.014563107
900022.OF,,,,,,,,,,,,,,-0.014524207
008736.OF,,,,,,,,,,,,,,-0.014295862
001268.OF,,,,,,,,,-0.294377067,-0.0859375,-0.217094017,0.668122271,0.654450262,-0.014240506
010420.OF,,,,,,,,,,,,,,-0.014030367
001558.OF,,,,,,,,,-0.034659164,0.080153683,-0.178339262,0.594715629,0.893382009,-0.013892322
004806.OF,,,,,,,,,,,,0.124762508,0.077045796,-0.013679533
000845.OF,,,,,,,,0.642037303,0.021862579,0.109642302,-0.263993046,0.484140187,0.249871921,-0.013498399
001222.OF,,,,,,,,,-0.153846154,0.316883117,-0.228796844,0.730179028,0.760532151,-0.013434089
010490.OF,,,,,,,,,,,,,,-0.013338642
002622.OF,,,,,,,,,,0.054615606,0.048479088,0.059836808,0.124893072,-0.013320289
002269.OF,,,,,,,,,,-0.00529661,-0.255591054,0.184549356,0.549516908,-0.013250195
009882.OF,,,,,,,,,,,,,,-0.013190955
005810.OF,,,,,,,,,,,,0.327834838,0.554652707,-0.012915871
001641.OF,,,,,,,,,0.011952191,0.029527559,0.033460803,0.087881591,0.139455782,-0.012686567
009869.OF,,,,,,,,,,,,,,-0.012436946
010112.OF,,,,,,,,,,,,,,-0.012361425
900010.OF,,,,,,,,,,,,,,-0.012353674
001223.OF,,,,,,,,,,0.033898305,-0.215846995,0.336817654,0.256298871,-0.01175657
000996.OF,,,,,,,,,-0.350848828,0.052303861,-0.415384615,0.473684211,0.910714286,-0.011502516
009539.OF,,,,,,,,,,,,,,-0.011302746
008273.OF,,,,,,,,,,,,,,-0.010853915
070032.OF,,,,,,-0.01179941,0.212935323,0.810293369,-0.135758651,0.550308008,-0.207284768,0.484544695,0.706462417,-0.010812449
410009.OF,,,,,-0.028989397,0.003040774,0.188921042,0.284538711,0.013985383,-0.058818295,-0.273328921,0.33385376,0.257827748,-0.010779372
000649.OF,,,,,,,,0.203257989,-0.023233301,0.019821606,-0.019727891,0.206701695,0.771114032,-0.010760837
008283.OF,,,,,,,,,,,,,,-0.010610285
001815.OF,,,,,,,,,0.023833168,0.254122211,-0.156302828,0.557156579,0.979642196,-0.010289045
000270.OF,,,,,,,0.2,0.27694859,-0.007160347,0.027972028,0.02526725,0.005592417,0.067866906,-0.010286639
009138.OF,,,,,,,,,,,,,,-0.009672619
010410.OF,,,,,,,,,,,,,,-0.00939906
009468.OF,,,,,,,,,,,,,,-0.009310314
008404.OF,,,,,,,,,,,,,,-0.009299132
009486.OF,,,,,,,,,,,,,,-0.009037746
010434.OF,,,,,,,,,,,,,,-0.009026369
010080.OF,,,,,,,,,,,,,,-0.008696401
001605.OF,,,,,,,,,,0.281737194,-0.1607298,0.551759834,0.679786524,-0.008339952
163809.OF,,,,-0.192794547,0.120627261,0.111948331,0.185866409,0.22367347,-0.244829887,0.242932862,-0.245202559,0.639359699,0.609994256,-0.008201893
008314.OF,,,,,,,,,,,,,,-0.008120838
001731.OF,,,,,,,,,,,-0.253588517,0.180769231,0.487513572,-0.008029197
000688.OF,,,,,,,,0.387850467,-0.175757576,0.241830065,-0.217105263,0.308403361,0.304431599,-0.007872495
000880.OF,,,,,,,,0.566801619,-0.158914729,0.204301075,-0.277423469,0.335392763,0.604758757,-0.007825371
160918.OF,,,,,,,,1.178399229,-0.244798583,0.246472038,-0.131862319,0.432315092,0.782967033,-0.007784495
590005.OF,,,,-0.312857081,,0.293956045,0.601910828,0.576540756,-0.287095418,0.13384434,-0.379615185,0.413243923,0.828588375,-0.007773693
005106.OF,,,,,,,,,,,-0.23147522,0.765933375,0.624359339,-0.007756694
009782.OF,,,,,,,,,,,,,,-0.007735239
005875.OF,,,,,,,,,,,,0.667366873,0.789795276,-0.007672544
000849.OF,,,,,,,,0.477080841,0.086178742,0.186898222,-0.126523486,0.204130594,0.437370062,-0.00743177
002967.OF,,,,,,,,,,,-0.140740741,0.595905172,0.729912221,-0.007416081
005399.OF,,,,,,,,,,,,0.239666732,0.542865308,-0.007136583
003634.OF,,,,,,,,,,0.175403226,-0.265008576,0.546791132,0.707981291,-0.007110993
570006.OF,,,,-0.247232472,0.096813725,0.176536313,0.275403608,0.63361208,-0.269161135,0.090008257,-0.220454545,0.417881439,0.249178466,-0.007054176
519056.OF,,,,,,,0.228035538,0.1085209,-0.361131255,0.401816118,-0.075303644,0.778458844,0.585425899,-0.007049689
160916.OF,,,,,,0.03125,0.292335116,0.587586206,-0.042137272,0.266666667,-0.179735052,0.444032881,0.503988397,-0.006767967
050014.OF,,,,-0.226467459,0.129300118,0.086134454,0.174831206,0.685522388,-0.049389002,0.052490626,-0.217302799,0.394018205,0.38619403,-0.006725183
006604.OF,,,,,,,,,,,,,0.985618493,-0.006265274
007152.OF,,,,,,,,,,,,,0.354841731,-0.006082809
501038.OF,,,,,,,,,,,-0.235814036,0.527989822,0.822950571,-0.006020845
008533.OF,,,,,,,,,,,,,,-0.00597152
100060.OF,,,,,,0.417346939,0.330453564,0.425324675,-0.25985715,0.232051282,-0.244016649,0.79815952,0.955338154,-0.005873692
004987.OF,,,,,,,,,,,0.00952381,0.156215316,0.871610271,-0.005812711
006274.OF,,,,,,,,,,,,0.24028691,0.248915663,-0.005530902
008234.OF,,,,,,,,,,,,,,-0.005520795
009640.OF,,,,,,,,,,,,,,-0.005502878
000753.OF,,,,,,,,0.118889971,0.035698746,0.037631214,0.01030731,0.066502929,0.085843237,-0.005398671
001900.OF,,,,,,,,,,,,,0.373694459,-0.005283505
010220.OF,,,,,,,,,,,,,,-0.005246794
009029.OF,,,,,,,,,,,,,,-0.005117544
005088.OF,,,,,,,,,,,0.036655886,0.070624941,0.130077711,-0.005001172
001657.OF,,,,,,,,,,,-0.067892504,0.33383915,0.608077361,-0.004952246
005522.OF,,,,,,,,,,,-0.0183,0.173372721,0.224585467,-0.004891536
020026.OF,,,,,,0.262396694,0.395744064,0.460895523,0.061708214,0.455520645,-0.443160525,0.504206394,0.562639821,-0.004762094
233007.OF,,,,-0.183015973,0.059869656,0.383220427,0.157399036,0.828136189,-0.134357612,0.045147598,-0.153867454,0.521544671,0.508316605,-0.00466191
000452.OF,,,,,,,,0.67789874,-0.071001991,0.096428572,-0.091856678,0.446915351,0.762022807,-0.00421921
010296.OF,,,,,,,,,,,,,,-0.004216381
008712.OF,,,,,,,,,,,,,,-0.004207669
005502.OF,,,,,,,,,,,,0.399807982,0.439643347,-0.004083577
000965.OF,,,,,,,,,-0.244751431,0.084837545,-0.327676095,0.697904636,0.571956078,-0.003956234
002288.OF,,,,,,,,,,0.049407115,0.020715631,0.172189041,0.292563685,-0.003774963
860006.OF,,,,,,,,,,,,,,-0.003745449
920011.OF,,,,,,,,,,,,,,-0.003508018
001413.OF,,,,,,,,,0.029411765,0.061993181,-0.143313298,0.163889498,0.271451446,-0.003183136
010678.OF,,,,,,,,,,,,,,-0.003161743
010088.OF,,,,,,,,,,,,,,-0.00284509
006863.OF,,,,,,,,,,,,,0.514805596,-0.002507905
001965.OF,,,,,,,,,,,-0.151600753,0.349611543,0.350328947,-0.002436054
008954.OF,,,,,,,,,,,,,,-0.002359334
000190.OF,,,,,,,0.222111554,0.158983694,0.022041949,0.121746432,0.007546308,0.134421134,0.180136986,-0.002319025
007277.OF,,,,,,,,,,,,,,-0.00227192
740001.OF,,,,,,0.370689655,0.330188679,0.284554278,-0.017319277,0.076628353,-0.284697509,0.119402985,0.267555556,-0.002142337
519640.OF,,,,,,,,,0.022727273,0.029135929,0.031620553,0.080716486,0.055798614,-0.001914181
501015.OF,,,,,,,,,,-0.090558767,-0.220338983,0.239130435,0.234649123,-0.001776199
001281.OF,,,,,,,,,-0.008294931,0.509572491,-0.137289909,0.339898666,0.419578185,-0.001688302
180020.OF,,,,-0.21309873,-0.029813665,0.14340589,0.26987682,0.401234568,-0.296412838,-0.039355993,-0.267225326,0.589580686,0.541966427,-0.001518834
010190.OF,,,,,,,,,,,,,,-0.001424143
161728.OF,,,,,,,,,,,,0.05214425,0.063825845,-0.000870777
005270.OF,,,,,,,,,,,-0.215426063,0.304463945,0.643073023,-0.000771376
166107.OF,,,,,,,,,,,,,0.314918676,-0.000639795
001421.OF,,,,,,,,,0.057723577,-0.116064566,-0.302608696,0.271820449,0.541176471,-0.000636132
005275.OF,,,,,,,,,,,,0.606324011,0.706689671,-0.000597372
004263.OF,,,,,,,,,,,-0.059551431,0.491807789,0.554417414,-0.000425562
163417.OF,,,,,,,,,,,,0.368813071,0.717746182,-0.000357654
005970.OF,,,,,,,,,,,,,0.540881021,-0.00026718
005683.OF,,,,,,,,,,,,0.41217743,0.633785062,-0.000187979
010124.OF,,,,,,,,,,,,,,-0.000184502
003300.OF,,,,,,,,,,0.1198,0.02420075,0.057982387,0.11047304,-7.42E-05
008515.OF,,,,,,,,,,,,,,6.90E-05
006775.OF,,,,,,,,,,,,,0.162832334,7.70E-05
007056.OF,,,,,,,,,,,,,0.789316162,0.000354808
007853.OF,,,,,,,,,,,,,0.31257485,0.000456204
660006.OF,,,,-0.213009945,0.068343005,0.137839469,0.012199003,0.165688535,-0.140879259,0.177584763,-0.203590154,0.345347021,0.39578668,0.000594212
004521.OF,,,,,,,,,,,-0.289476232,0.422945905,0.202528009,0.000796305
006198.OF,,,,,,,,,,,,,0.613835377,0.001145475
000844.OF,,,,,,,,0.134647992,0.008896797,0.072134038,0.003290015,0.102393835,0.119431843,0.001549987
001239.OF,,,,,,,,,-0.27484472,-0.002141328,-0.208154506,0.249322493,0.386117137,0.001564945
003704.OF,,,,,,,,,,,-0.147612707,0.120062486,0.226339908,0.00170593
160627.OF,,,,,,,,0.257281553,-0.104247104,0.170977011,-0.248447224,0.627822945,0.619311876,0.001715331
008300.OF,,,,,,,,,,,,,,0.00180018
001741.OF,,,,,,,,,-0.010934394,0.106532663,-0.247956403,0.224637681,0.377712032,0.002147459
001506.OF,,,,,,,,,0.030541872,0.062141491,0.063006301,0.065198984,0.076311606,0.002215657
009875.OF,,,,,,,,,,,,,,0.00242856
000251.OF,,,,,,,1.024861878,0.21691678,-0.078237582,0.261907133,-0.145399278,0.41452177,0.143474503,0.002649561
519619.OF,,,,,,,,,,0.079179179,-0.104721269,0.446125298,0.486014504,0.002796259
005517.OF,,,,,,,,,,,,0.00259274,0.128108216,0.002821372
007082.OF,,,,,,,,,,,,,0.907231995,0.003074497
009085.OF,,,,,,,,,,,,,,0.003243705
000762.OF,,,,,,,,,,,0.035911602,0.142222222,0.087159533,0.003579098
000939.OF,,,,,,,,0.182803352,-0.177018633,-0.086792453,-0.177685951,0.582914574,1.017829628,0.003636056
005175.OF,,,,,,,,,,,,0.553730137,0.587276824,0.003876816
010109.OF,,,,,,,,,,,,,,0.004232999
002424.OF,,,,,,,,,,,-0.212373038,0.651817116,0.503903478,0.004247286
010264.OF,,,,,,,,,,,,,,0.004265873
001219.OF,,,,,,,,,0.010146561,-0.095982143,-0.22962963,0.27724359,0.413550816,0.00470442
519175.OF,,,,,,,,,,,-0.153256705,0.273868778,0.217861155,0.004885518
001500.OF,,,,,,,,,0.054174067,0.103440425,-0.111788242,0.538060684,0.748181083,0.004891148
005358.OF,,,,,,,,,,,,0.330166849,0.383812489,0.004962287
006218.OF,,,,,,,,,,,,,0.864595545,0.005029865
005241.OF,,,,,,,,,,,,0.53898355,0.912104597,0.00524109
010393.OF,,,,,,,,,,,,,,0.005432147
000936.OF,,,,,,,,,-0.114098837,0.309575388,-0.159744409,0.394676806,0.598146129,0.00545187
009102.OF,,,,,,,,,,,,,,0.005521675
009909.OF,,,,,,,,,,,,,,0.006008011
000772.OF,,,,,,,,0.166344294,0.010779436,0.113207547,-0.27192336,0.388663968,0.435860058,0.006091371
010744.OF,,,,,,,,,,,,,,0.006196282
003594.OF,,,,,,,,,,0.079225703,0.08354467,0.030091055,0.383966245,0.006224563
001303.OF,,,,,,,,,0.017839445,0.087633885,-0.166517457,0.085929108,0.241345203,0.006374502
233008.OF,,,,-0.228557064,-0.111835245,0.355738186,0.085408097,0.436421662,-0.350065958,-0.027988463,-0.397516211,0.495804451,0.387560976,0.006503779
005109.OF,,,,,,,,,,,-0.224032385,0.575483156,0.465707873,0.006887811
001759.OF,,,,,,,,,,0.213346815,-0.314166667,0.312272175,0.599074074,0.006948466
002407.OF,,,,,,,,,,0.034816248,-0.038504673,0.703053428,0.22753457,0.007346104
002152.OF,,,,,,,,,,0.097264438,-0.113573407,0.436458333,0.677302393,0.007349762
005937.OF,,,,,,,,,,,,0.293978048,0.126623873,0.007393339
519655.OF,,,,,,,,,-0.08271474,0.129479769,-0.199590583,0.427109974,0.910394265,0.00750469
004696.OF,,,,,,,,,,,,0.154775665,0.229754322,0.00754717
000551.OF,,,,,,,,0.450837582,-0.150100402,0.178972239,-0.326152305,0.525594445,0.473772322,0.007572501
501002.OF,,,,,,,,,,-0.055449331,-0.37854251,0.417752443,0.258587019,0.007940854
009998.OF,,,,,,,,,,,,,,0.008019463
001059.OF,,,,,,,,,-0.021052632,-0.010752688,0.003952569,0.029527559,0.065965583,0.008251121
002594.OF,,,,,,,,,,0.125502008,-0.120428189,0.222109533,0.791701245,0.008337193
000199.OF,,,,,,,,,,,,0.292279412,0.409597964,0.008338645
001601.OF,,,,,,,,,-0.001330727,0.031193581,-0.067308628,0.098446137,0.392995359,0.00848817
620006.OF,,,,-0.187122736,0.044554455,0.071090047,0.279867257,-0.046672429,-0.215775159,0.337572254,-0.286949006,0.459393939,0.430232558,0.008710801
001118.OF,,,,,,,,,-0.226652676,0.071913161,-0.308860759,0.351648352,0.505420054,0.0090009
007281.OF,,,,,,,,,,,,,0.638874647,0.009047183
001030.OF,,,,,,,,,-0.210503472,0.119983507,-0.252914468,0.532358739,0.609818844,0.009721667
004686.OF,,,,,,,,,,,-0.198488665,0.460590823,0.526465272,0.010092467
000572.OF,,,,,,,,0.175248419,0.017501805,0.10701312,-0.004781124,0.120470127,0.191433566,0.010272741
001040.OF,,,,,,,,,-0.08667288,0.114285714,-0.237179487,0.601440576,0.70089955,0.010753636
501189.OF,,,,,,,,,,,,0.042267334,0.11413248,0.010809898
001139.OF,,,,,,,,,0.021215043,0.028328612,0.032139578,0.067615658,0.065833333,0.010946052
002376.OF,,,,,,,,,,0.151799235,-0.282828282,0.495518566,0.252559057,0.011053888
003413.OF,,,,,,,,,,0.276840108,-0.227141181,0.597409169,0.388367968,0.011134435
005726.OF,,,,,,,,,,,,0.655486134,0.636694696,0.011286864
000778.OF,,,,,,,,0.470813397,-0.076122316,0.157042254,-0.269628728,0.618333333,0.72554068,0.011339899
009618.OF,,,,,,,,,,,,,,0.011614106
003582.OF,,,,,,,,,,0.042211055,-0.212150434,0.458066783,0.428090217,0.011638843
008308.OF,,,,,,,,,,,,,,0.01197383
005805.OF,,,,,,,,,,,,0.717272511,0.917127836,0.012196002
005108.OF,,,,,,,,,,,-0.085320826,0.086733581,0.213733561,0.012324235
010665.OF,,,,,,,,,,,,,,0.012354994
001416.OF,,,,,,,,,-0.080931264,0.014475271,-0.343638526,0.472826087,0.610086101,0.012987013
