本基金收益率数据由邢不行整理，包含了2008年-2021年所有主动偏股型基金，并剔除当年新上市基金，同一个基金的A类/C类份额中只取A类。,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
004734.OF,,,,,,,,,,,-0.190358589,0.360053685,0.222301965,0.048073394
005650.OF,,,,,,,,,,,,0.299076212,0.519022222,0.048101118
000708.OF,,,,,,,,,0.018761726,0.024861878,0.035040431,0.064236111,0.072593801,0.048136882
004040.OF,,,,,,,,,,,-0.142615446,0.400232153,0.740197298,0.048161204
000742.OF,,,,,,,,0.711711712,0.001643441,0.534898085,-0.322005218,0.35557941,0.761875,0.048244223
002952.OF,,,,,,,,,,0.108135628,-0.299641643,0.364602467,0.37044515,0.048267153
008890.OF,,,,,,,,,,,,,,0.048288114
006243.OF,,,,,,,,,,,,0.196074791,0.606068442,0.048435557
008840.OF,,,,,,,,,,,,,,0.048698507
005906.OF,,,,,,,,,,,,0.101303912,0.056375228,0.048711096
003861.OF,,,,,,,,,,0.075518755,-0.109359058,0.132368257,0.224317116,0.048828125
003745.OF,,,,,,,,,,,-0.306090626,1.065829478,0.634566163,0.049128988
001335.OF,,,,,,,,,0.106549365,0.017667845,-0.019477045,0.196114708,0.147718485,0.049139098
002614.OF,,,,,,,,,,0.085726188,-0.047016707,0.203407881,0.136283186,0.049229904
005269.OF,,,,,,,,,,,-0.141158841,0.077352565,0.006478082,0.049238361
002384.OF,,,,,,,,,,,-0.036097561,0.199392713,0.09535865,0.049306626
004737.OF,,,,,,,,,,,0.004567514,0.120678223,0.345617446,0.049309045
260116.OF,,,,,0.317009401,0.211672473,0.307692308,0.359538208,-0.128993126,0.476787372,-0.26343917,0.51334646,0.501449275,0.049331829
001403.OF,,,,,,,,,-0.204830054,0.082114736,-0.302494802,0.578241431,0.529745042,0.049382716
002120.OF,,,,,,,,,,0.084792858,0.047175254,0.073967339,0.095575025,0.04944889
008901.OF,,,,,,,,,,,,,,0.049455454
002434.OF,,,,,,,,,,0.093243405,0.012641975,0.193058391,0.135970391,0.049590056
519130.OF,,,,,,,,0.137479542,0.029496403,0.071977638,-0.015482264,0.126246832,0.118084228,0.049637186
009076.OF,,,,,,,,,,,,,,0.049642431
001327.OF,,,,,,,,,0.02617001,0.130932244,-0.21253783,0.324365873,0.136721665,0.049708414
001633.OF,,,,,,,,,,0.083911503,-0.024190324,0.110309942,0.128046461,0.049935786
004557.OF,,,,,,,,,,,,,0.293899463,0.050165963
762001.OF,,,,,,0.028905892,0.571230285,0.601635887,0.114196792,0.117748173,-0.326347961,0.498795315,0.438874732,0.050222982
519020.OF,,,,,,-0.029401062,0.074303406,0.100864554,0.027749151,-0.045368511,-0.164075829,0.515364554,0.587324154,0.050289575
519050.OF,,,,,,,0.212787213,0.112026359,0.023888436,0.096173891,-0.027732463,0.161073825,0.123554914,0.050473514
002628.OF,,,,,,,,,,0.025075226,-0.044716243,0.395984841,0.574143371,0.050992822
009887.OF,,,,,,,,,,,,,,0.051047003
871003.OF,,,,,,,,,,,,,,0.05108857
005371.OF,,,,,,,,,,,,0.0301415,0.029116627,0.05119766
001325.OF,,,,,,,,,0.024361493,0.081799003,0.020565553,0.069807045,0.139304353,0.051240023
003780.OF,,,,,,,,,,0.046,-0.080688337,0.234712978,0.175945422,0.051425297
004260.OF,,,,,,,,,,,-0.306424736,0.278430326,0.212048444,0.051597898
164205.OF,,,,,,,,,0.007312614,-0.003176043,-0.147746927,0.878444777,0.407483225,0.05180501
001609.OF,,,,,,,,,0.026264591,0.124170616,-0.098650927,0.129840973,0.207981454,0.051816313
001148.OF,,,,,,,,,0.025532047,0.054509415,0.084854994,0.056435644,0.353327085,0.051954733
002116.OF,,,,,,,,,,0.089310783,0.043879125,0.08483936,0.122393194,0.051971961
001662.OF,,,,,,,,,0.075376884,0.028971963,-0.182561308,0.271111111,0.579545455,0.052019923
004119.OF,,,,,,,,,,,-0.259763851,0.598773006,0.530314658,0.052156469
006157.OF,,,,,,,,,,,,0.377455077,0.295487296,0.052221767
003966.OF,,,,,,,,,,0.073675421,0.008375605,0.19022929,0.134980969,0.052347802
009106.OF,,,,,,,,,,,,,,0.052374816
003142.OF,,,,,,,,,,1.246458354,0.02634286,0.065254005,0.132063598,0.052468021
005386.OF,,,,,,,,,,,,0.255962615,0.268728523,0.052483999
006608.OF,,,,,,,,,,,,,0.601399676,0.052562285
163823.OF,,,,,,0.025641026,0.207692308,0.234164624,0.003972195,0.037586548,0.032983794,0.149040236,0.276443659,0.052646638
004934.OF,,,,,,,,,,,,0.55744789,0.569529756,0.052773878
004930.OF,,,,,,,,,,,,,,0.052857143
005682.OF,,,,,,,,,,,,0.76928096,0.601268624,0.053063105
001399.OF,,,,,,,,,0.055769231,0.079326047,-0.015104211,0.131682659,0.162237868,0.053413236
004166.OF,,,,,,,,,,,-0.139717581,0.16564559,0.126636255,0.053467001
370027.OF,,,,,,,-0.062337662,0.688827331,-0.180426463,0.320213476,-0.366851945,0.702278472,1.012857143,0.053478676
001577.OF,,,,,,,,,-0.034615385,0.264940239,-0.303937008,0.50678733,0.725975976,0.053501522
001705.OF,,,,,,,,,0.124137931,0.09382572,-0.22964484,0.495652174,0.983302826,0.053576438
001903.OF,,,,,,,,,0.552693169,0.051769332,0.028332292,0.070590042,0.17404162,0.053582179
004905.OF,,,,,,,,,,,-0.120149468,0.675814004,0.802716226,0.053637085
165512.OF,,,,,0.074829932,0.382911392,0.221967963,0.490012484,-0.09509845,0.188425926,-0.1651047,0.37658376,0.365844685,0.053826683
001816.OF,,,,,,,,,,0.071928072,0.027958993,0.076101313,0.328912467,0.053889558
001201.OF,,,,,,,,,0.033009709,0.086466165,-0.026680278,0.091674462,0.207369323,0.053944707
010181.OF,,,,,,,,,,,,,,0.053994692
001566.OF,,,,,,,,,0.038499506,0.031368821,0.030414747,0.140200731,0.152947357,0.054024631
008555.OF,,,,,,,,,,,,,,0.054270543
000520.OF,,,,,,,,0.195171027,0.118686868,0.045121689,-0.22,0.564102564,0.441966078,0.054594625
002837.OF,,,,,,,,,,0.040281974,-0.243949661,0.227912932,0.352450469,0.054741712
002220.OF,,,,,,,,,0.034,0.056866538,-0.145314788,0.434047109,0.393235777,0.054766626
003692.OF,,,,,,,,,,0.061358968,0.027928402,0.097280374,0.129175741,0.054809678
350007.OF,,,0.104373757,-0.176417642,0.034972678,0.017951426,-0.003112033,0.099895942,-0.187322611,0.142025611,-0.182466871,0.206982544,0.838842975,0.054831461
001196.OF,,,,,,,,,0.021108434,0.15027374,-0.210159199,0.380571429,0.182043949,0.05487999
001179.OF,,,,,,,,,-0.12558238,0.386170986,-0.171559544,0.48426182,0.435046502,0.054903708
002514.OF,,,,,,,,,,0.167170191,-0.044866264,0.174851995,0.297675958,0.054926823
519779.OF,,,,,,,,,,0.328960646,-0.190855604,0.330637007,0.590425532,0.054939695
003026.OF,,,,,,,,,,0.199404171,0.016207338,0.175950336,0.066242407,0.055039314
110015.OF,,,0.115958311,-0.295857555,0.046626984,0.291111439,0.010606506,0.68263473,-0.19774324,0.420959147,-0.252567708,0.629265471,0.791558133,0.055105375
006868.OF,,,,,,,,,,,,,0.770524057,0.055157087
005746.OF,,,,,,,,,,,,0.172331929,0.120136597,0.055197077
001349.OF,,,,,,,,,-0.189563365,-0.141918528,-0.376722818,0.42997543,0.493127148,0.055235903
005311.OF,,,,,,,,,,,,0.448019539,0.591595776,0.055245819
005865.OF,,,,,,,,,,,,0.19378845,0.171889286,0.055252146
004668.OF,,,,,,,,,,,,0.148290261,0.321474201,0.055332441
002585.OF,,,,,,,,,,0.033797217,0.005480769,0.047049823,0.382135355,0.055375669
003797.OF,,,,,,,,,,0.060355148,0.030576724,0.093207961,0.108810021,0.055505347
009210.OF,,,,,,,,,,,,,,0.055526571
001183.OF,,,,,,,,,0.041992188,0.057169634,0.014184397,0.11013986,0.190551181,0.055555556
002810.OF,,,,,,,,,,-0.004721435,-0.303605313,0.230245232,0.933554817,0.055555556
007470.OF,,,,,,,,,,,,,0.476886472,0.055811277
002411.OF,,,,,,,,,,0.096517813,-0.03875969,0.223459552,0.148016149,0.055817716
004677.OF,,,,,,,,,,,-0.160603372,0.502114165,0.536242083,0.055886395
005732.OF,,,,,,,,,,,,0.398512114,0.560347926,0.056113517
000664.OF,,,,,,,,0.099201996,0.044502618,0.09273183,-0.068883792,0.128073666,0.061097263,0.05623408
009557.OF,,,,,,,,,,,,,,0.056846315
001195.OF,,,,,,,,,-0.185507246,0.138790036,-0.2078125,0.50887574,0.74248366,0.057014254
519623.OF,,,,,,,,,,0.074001344,0.003706591,0.072522479,0.423767849,0.057038168
001755.OF,,,,,,,,,,0.0625,0.029933004,0.071028037,0.157726366,0.057070889
519627.OF,,,,,,,,,,0.060211863,0.049004828,0.08306962,0.148024602,0.057126329
005914.OF,,,,,,,,,,,,,0.748671875,0.057498995
005545.OF,,,,,,,,,,,,0.439062828,0.678396729,0.057505764
002111.OF,,,,,,,,,,0.058923446,-0.003252193,0.1103421,0.158656246,0.057521147
004175.OF,,,,,,,,,,0.1719,0.000141694,0.291719046,0.194142042,0.057746557
000273.OF,,,,,,,0.191658391,0.5175,-0.01372872,0.263451114,-0.290127602,0.293661306,0.313660962,0.057789954
007490.OF,,,,,,,,,,,,,0.46370242,0.057931411
002216.OF,,,,,,,,,,,-0.304695305,0.534482759,0.711610487,0.057986871
002714.OF,,,,,,,,,,0.006072874,0.041247485,0.10531401,0.138111888,0.058064516
006457.OF,,,,,,,,,,,,0.329038058,0.286283352,0.058139535
000136.OF,,,,,,,0.226095618,1.086921202,-0.091864539,0.117697117,-0.14789991,0.465128474,0.780959198,0.058281732
519969.OF,,,,,,,,,-0.214809384,0.115779645,0.00067874,0.167825223,0.193877551,0.058421305
006025.OF,,,,,,,,,,,,0.316463233,0.234961556,0.058475249
001562.OF,,,,,,,,,,,,0.503246753,0.154067675,0.05864005
006822.OF,,,,,,,,,,,,,0.198878004,0.0591133
002054.OF,,,,,,,,,0.042933664,0.061889876,-0.013816899,0.206477202,0.135068257,0.059117902
003663.OF,,,,,,,,,,0.049668874,-0.068635886,0.239248691,0.203412291,0.059119064
450007.OF,,,0.051596652,-0.275525868,0.124796391,0.005458394,0.51894527,0.256163384,-0.263732435,0.150630915,-0.262165867,0.475708313,0.422258592,0.05941079
004321.OF,,,,,,,,,,,-0.052395793,0.103186023,0.013881125,0.059450519
660005.OF,,,,-0.213987388,0.111273182,0.437418791,0.098322148,0.821998167,-0.201562867,0.129744482,-0.326561036,0.422237683,0.856895095,0.059467696
165528.OF,,,,,,,,,,0.001980198,-0.219367589,0.198734177,0.612460401,0.059593975
005000.OF,,,,,,,,,,,-0.304073666,0.481518769,0.49859237,0.059597072
003154.OF,,,,,,,,,,0.313757202,-0.166499962,0.235207237,0.179422101,0.059688252
008110.OF,,,,,,,,,,,,,,0.059767844
860001.OF,,,,,,,,,,,,,,0.059842641
519625.OF,,,,,,,,,,0.067552713,-0.033562831,0.239281415,0.203971941,0.059850698
001157.OF,,,,,,,,,0.002879079,0.086794258,-0.002729594,0.153363941,0.241215647,0.059948193
005741.OF,,,,,,,,,,,,0.372171254,0.523809524,0.060013651
002009.OF,,,,,,,,,0.023705179,0.052928585,0.052013839,0.101498128,0.127422645,0.060050927
001849.OF,,,,,,,,,-0.067813765,0.091205212,-0.205970149,0.510025063,0.408298755,0.06010607
005235.OF,,,,,,,,,,,-0.198783956,0.566340269,0.964835508,0.060213172
001419.OF,,,,,,,,,0.039331367,0.092519685,-0.211711712,0.40699659,0.348600508,0.060384794
001282.OF,,,,,,,,,-0.016536965,0.022749753,0.005705996,0.171170305,0.155513589,0.060399346
007345.OF,,,,,,,,,,,,,0.904453905,0.060444521
002334.OF,,,,,,,,,,0.196222735,-0.155955822,0.196715553,0.087620166,0.06045476
001228.OF,,,,,,,,,0.003894839,0.113092545,-0.27798362,0.281296421,0.231929061,0.06047863
400011.OF,,,-0.063502869,-0.243925234,0.068259854,0.07675495,0.201432836,0.623534089,-0.10988002,0.029434014,-0.224196673,0.287231366,0.4410618,0.060765017
519222.OF,,,,,,,,,,0.075075075,0.04870013,0.148530624,0.165162455,0.060774947
003828.OF,,,,,,,,,,,-0.057761071,0.139145665,0.150679081,0.060797268
009595.OF,,,,,,,,,,,,,,0.060905037
002461.OF,,,,,,,,,,0.079162371,0.004706665,0.174376417,0.150779576,0.060907272
000414.OF,,,,,,,-0.01894317,0.174796748,0.007785467,0.026609442,-0.02173913,0.047008547,0.09877551,0.060921248
005290.OF,,,,,,,,,,,-0.248452167,0.358224821,0.503326159,0.060974816
004731.OF,,,,,,,,,,,,0.277505165,0.164560801,0.061019009
003659.OF,,,,,,,,,,0.046609322,-0.237672018,0.200827379,0.760309009,0.061024789
470009.OF,,,,-0.207826087,0.17453348,0.381670523,0.279447604,1.088253968,-0.172392824,0.202057311,-0.317848411,0.536738351,0.590962099,0.061202069
001324.OF,,,,,,,,,0.036865451,0.061983078,-0.002954078,0.14724367,0.190014087,0.061291595
010755.OF,,,,,,,,,,,,,,0.061350294
010307.OF,,,,,,,,,,,,,,0.061359026
002581.OF,,,,,,,,,,0.157258065,-0.038327526,0.13134058,0.263410729,0.061470215
519983.OF,,,,-0.278904665,-0.004219409,0.199152542,0.578327444,0.840298507,0.105161489,-0.137365743,-0.275884666,0.25520362,0.41888969,0.0614796
001218.OF,,,,,,,,,-0.15114873,0.041310541,-0.29001368,0.414258189,0.658038147,0.061626952
002618.OF,,,,,,,,,,0.0546875,0.038788264,0.10412758,0.146411497,0.061685797
009874.OF,,,,,,,,,,,,,,0.061769797
008318.OF,,,,,,,,,,,,,0.382724649,0.061820799
163415.OF,,,,,,0.029615005,0.456375839,0.578835389,-0.016417078,0.008752735,-0.015907447,0.601028655,0.720972923,0.06185583
001164.OF,,,,,,,,,0.039585297,0.063916591,0.057690669,0.058125066,0.095255745,0.061874305
008061.OF,,,,,,,,,,,,,,0.061906786
519629.OF,,,,,,,,,,0.136,-0.102502963,0.22688172,0.280606389,0.061988888
004763.OF,,,,,,,,,,,-0.181790955,0.089799902,0.301388267,0.062198899
002518.OF,,,,,,,,,,0.077,-0.022284123,0.066476733,0.159394479,0.062211982
002027.OF,,,,,,,,,0.032654284,0.022724546,0.036129032,0.089767741,0.096464203,0.062242248
162414.OF,,,,,,,,,0.039848382,0.088419478,-0.044997853,0.177502023,0.183046964,0.062354764
002728.OF,,,,,,,,,,0.19817998,0.064523094,0.107955814,0.142758715,0.062359128
004316.OF,,,,,,,,,,,-0.141246233,0.457889971,0.242254833,0.062503906
001329.OF,,,,,,,,,0.05324165,0.038332401,0.020515761,0.044407439,0.198511826,0.06272414
003117.OF,,,,,,,,,,0.107833164,-0.013546739,0.123781676,0.214223764,0.062900805
009073.OF,,,,,,,,,,,,,,0.062903839
009893.OF,,,,,,,,,,,,,,0.062918981
000590.OF,,,,,,,,0.109831709,0.030327215,0.07203718,0.02251191,0.102532747,0.130672926,0.062978289
000573.OF,,,,,,,,0.07992008,0.043478261,0.057624113,0.014249791,0.104958677,0.163051608,0.063041386
008342.OF,,,,,,,,,,,,,,0.063078959
001453.OF,,,,,,,,,0.032970297,0.046678808,-0.208608059,0.257347836,0.182531126,0.063117752
000585.OF,,,,,,,,0.099164927,0.016144349,0.01682243,-0.020220588,0.066604128,0.100263852,0.06314948
003238.OF,,,,,,,,,,,-0.162548628,0.776396736,0.763870238,0.063228753
163406.OF,,,,-0.209147916,0.027985075,0.324331654,0.383253914,0.87340059,-0.074894134,0.277303912,-0.255353125,0.628673091,0.751600737,0.063242304
001682.OF,,,,,,,,,-0.000932836,0.090062112,-0.231718898,0.480840543,0.146911519,0.063349307
002229.OF,,,,,,,,,,0.168631006,-0.103343812,0.416960636,0.683508772,0.063762649
003432.OF,,,,,,,,,,0.092689822,-0.042875624,0.17657849,0.182838205,0.063822407
003025.OF,,,,,,,,,,,-0.053908356,0.422083175,0.234751467,0.063858145
000567.OF,,,,,,,,0.794227188,-0.169174883,0.174266084,-0.240957447,0.290819902,0.520086862,0.063928571
001473.OF,,,,,,,,,0.002366553,0.259706191,-0.287796751,0.741520468,0.703716141,0.064023389
165526.OF,,,,,,,,,0.028855721,0.117021277,-0.045887446,0.156987296,0.177254902,0.064023984
009880.OF,,,,,,,,,,,,,,0.064089361
001570.OF,,,,,,,,,0.03992016,0.013435701,-0.006628788,0.110581506,0.150214592,0.064179104
161219.OF,,,,,0.123,0.231873005,0.148595028,0.749576988,-0.032726378,0.100414938,-0.159125188,0.562331838,0.517795637,0.064302905
001441.OF,,,,,,,,,,,,0.448192771,0.178036606,0.064336158
008856.OF,,,,,,,,,,,,,,0.064457831
001488.OF,,,,,,,,,0.066897575,0.079862721,-0.020099639,0.041286816,0.156663019,0.064701601
519139.OF,,,,,,,,,,0.25105063,-0.171238903,0.315383131,0.327879677,0.064754959
004716.OF,,,,,,,,,,,-0.19196554,0.404334222,0.457378651,0.064775494
001484.OF,,,,,,,,,0.057131677,0.040995743,-0.136989955,0.31118665,0.22641213,0.064954199
005489.OF,,,,,,,,,,,,0.140619461,0.214891528,0.064959932
010335.OF,,,,,,,,,,,,,,0.065004985
002025.OF,,,,,,,,,0.034573161,0.078849722,0.038693035,0.08692053,0.122619955,0.06501221
009596.OF,,,,,,,,,,,,,,0.065106905
010668.OF,,,,,,,,,,,,,,0.0652
005618.OF,,,,,,,,,,,,0.364352801,0.548346257,0.065259608
010126.OF,,,,,,,,,,,,,,0.065269514
002502.OF,,,,,,,,,,0.071994936,-0.018143965,0.168041905,0.166917905,0.065321739
900009.OF,,,,,,,,,,,,,,0.065392566
006801.OF,,,,,,,,,,,,,0.55409679,0.065425171
001464.OF,,,,,,,,,0.013820336,0.068409989,-0.085354025,0.129374337,0.262236629,0.065492416
003845.OF,,,,,,,,,,,-0.259003408,0.111000622,0.039382412,0.06555436
003182.OF,,,,,,,,,,0.027415013,0.025519115,0.08397646,0.133933442,0.065660842
003186.OF,,,,,,,,,,0.06297382,-0.075789273,0.131083445,0.316565087,0.065777655
002543.OF,,,,,,,,,,,,0.080558438,0.352597119,0.065961017
002118.OF,,,,,,,,,,0.073852295,-0.180297398,0.332199546,0.225531915,0.065972222
008884.OF,,,,,,,,,,,,,,0.066035683
004573.OF,,,,,,,,,,,-0.141457997,0.165000588,0.754593176,0.066049134
002057.OF,,,,,,,,,0.03888335,0.090400809,-0.000318291,0.177031874,0.15362995,0.066070155
001363.OF,,,,,,,,,-0.029097963,0.018981019,0.020098039,0.075925036,0.453416704,0.066129924
673030.OF,,,,,,,,,0.020060181,0.118977384,-0.028011,0.179625806,0.248341994,0.06617963
000524.OF,,,,,,,,0.819025522,-0.134652873,-0.01532802,-0.282067248,0.476149176,0.788895417,0.066194662
008120.OF,,,,,,,,,,,,,,0.066194838
001635.OF,,,,,,,,,0.113797582,0.071672049,0.003934042,0.197848924,0.095009397,0.066297991
959991.OF,,,,,,,,,,,,,,0.066376217
004652.OF,,,,,,,,,,,,0.360328173,0.353307393,0.066417481
009750.OF,,,,,,,,,,,,,,0.066441941
001405.OF,,,,,,,,,0.04097561,0.082602905,0.010388017,0.117259174,0.140278847,0.06644697
002222.OF,,,,,,,,,,0.102239533,0.017667845,0.053819444,0.226523888,0.066487576
003379.OF,,,,,,,,,,0.066488788,0.026765836,0.109930487,0.172998047,0.066520571
001547.OF,,,,,,,,,0.126459144,0.050086356,-0.006578947,0.131622517,0.209217264,0.066545675
167508.OF,,,,,,,,,,,,,,0.06655252
004750.OF,,,,,,,,,,,,0.065652285,0.112640116,0.066581916
002388.OF,,,,,,,,,,0.066460753,0.057150875,0.025393735,0.018120632,0.066677864
003848.OF,,,,,,,,,,0.074638509,0.01599203,0.102746592,0.181840911,0.066727477
004480.OF,,,,,,,,,,,-0.335224297,0.40829723,0.534166123,0.066780094
162717.OF,,,,,,,,,,0.011988012,-0.235932873,0.42118863,0.275454545,0.066856736
004481.OF,,,,,,,,,,,-0.240392332,0.096255429,0.43987579,0.066929427
003345.OF,,,,,,,,,,0.069102386,0.02783722,0.105567174,0.130336377,0.066978307
519229.OF,,,,,,,,,,,0.045140579,0.10654621,0.152064263,0.066999087
008618.OF,,,,,,,,,,,,,,0.067020457
001215.OF,,,,,,,,,-0.192731278,0.240109141,-0.174917492,0.537333333,0.384215091,0.067042607
008297.OF,,,,,,,,,,,,,,0.067194165
519097.OF,,,,,0.067484663,0.193103448,0.346820809,0.808706315,-0.107909605,-0.010766308,-0.268245838,0.654418197,0.692226335,0.067309796
005373.OF,,,,,,,,,,,,0.238526262,0.335151827,0.067381081
519025.OF,,,0.122807018,-0.272184847,-0.032186459,0.09059633,0.339642482,0.057299843,-0.125463994,0.178268251,-0.327089338,0.559957174,0.674673987,0.067418564
003291.OF,,,,,,,,,,,-0.188715953,0.459232614,0.936729663,0.067458634
010137.OF,,,,,,,,,,,,,,0.067593241
000925.OF,,,,,,,,0.447821682,-0.269419174,0.165708812,-0.345932621,0.349246231,0.597765363,0.067599068
004702.OF,,,,,,,,,,,-0.179135933,0.472400513,0.263295554,0.06763285
002535.OF,,,,,,,,,,0.140625,0.001684063,0.18122388,0.107269504,0.068095674
003105.OF,,,,,,,,,,0.07444668,2.261235955,0.053447392,0.178749633,0.068231214
003950.OF,,,,,,,,,,0.113373253,-0.090356925,0.270281486,0.239346943,0.068289935
001422.OF,,,,,,,,,0.034179688,0.053824363,0.044029725,0.106343284,0.146711636,0.068326343
002498.OF,,,,,,,,,,0.078685258,-0.061865189,0.186023622,0.153526971,0.068348592
002778.OF,,,,,,,,,,-0.035469952,-0.162016201,0.170784103,0.311009174,0.068549806
001538.OF,,,,,,,,,-0.232096635,0.248314607,-0.203420342,0.659887006,1.026004084,0.06861098
002282.OF,,,,,,,,,,,,,0.163105925,0.068843096
000072.OF,,,,,,,0.295431472,0.425548589,-0.027198394,0.02979146,0.025072324,0.038664158,0.11004438,0.068858244
002197.OF,,,,,,,,,0.004,0.028884462,0.004840271,0.094123314,0.285374659,0.06891355
010602.OF,,,,,,,,,,,,,,0.06910489
010654.OF,,,,,,,,,,,,,,0.069206843
673120.OF,,,,,,,,,,,-0.039423077,0.176176176,0.626382979,0.06959707
001508.OF,,,,,,,,,-0.179224579,0.087344029,0.068852459,0.713190184,0.812444047,0.069597431
001922.OF,,,,,,,,,,,,0.14778088,0.204579768,0.069911566
001194.OF,,,,,,,,,0.019047619,0.036448598,0.045085663,0.078515962,0.1248,0.069985775
005027.OF,,,,,,,,,,,-0.115465151,0.150264908,0.222076621,0.070088212
001311.OF,,,,,,,,,0.023166023,0.059433962,0.029385574,0.08650519,0.12022293,0.070362473
006223.OF,,,,,,,,,,,,0.518141504,0.628228109,0.070374297
673090.OF,,,,,,,,,,,-0.231577932,0.546880885,0.407010711,0.070478449
000432.OF,,,,,,,,0.28009084,-0.062684802,-0.063091483,-0.113131313,0.372057707,0.245711123,0.070635273
001202.OF,,,,,,,,,0.001885014,0.13083711,-0.017608897,0.191509433,0.165479018,0.070675041
001254.OF,,,,,,,,,0.030155642,0.08687441,-0.171155517,0.312368973,0.1485623,0.07093185
007880.OF,,,,,,,,,,,,,0.680153197,0.070956806
002413.OF,,,,,,,,,,0.07133524,-0.020467184,0.186689525,0.157403326,0.071197629
005082.OF,,,,,,,,,,,-0.176846946,0.119990284,0.198438517,0.071208831
206013.OF,,,,,,-0.00295858,0.206726014,0.158385858,-0.000986194,0.013820336,0.005842259,0.113262343,0.134782609,0.071255773
002746.OF,,,,,,,,,,0.33366435,-0.109456441,0.077759197,0.411171451,0.071467839
007388.OF,,,,,,,,,,,,,,0.071650382
001522.OF,,,,,,,,,0.036920039,0.044840061,0.045021097,0.152698994,0.165409953,0.071655741
005231.OF,,,,,,,,,,,-0.163873928,0.352737683,0.293827885,0.0717012
001710.OF,,,,,,,,,,0.075209708,0.03064154,0.107516627,0.065670022,0.071707653
009914.OF,,,,,,,,,,,,,,0.072128722
001470.OF,,,,,,,,,0.015920398,0.058600123,0.029411765,0.132380953,0.153910849,0.07215573
001127.OF,,,,,,,,,-0.213664596,0.093206951,-0.151734104,0.209540034,0.633802817,0.072413793
530012.OF,,,,,0.050607287,0.027938343,0.358185395,0.550478998,-0.044676806,0.055721393,-0.146559849,0.367752623,0.45498587,0.072438163
002415.OF,,,,,,,,,,,,,0.148429925,0.0725466
005949.OF,,,,,,,,,,,,0.089146874,0.057989439,0.072742398
009859.OF,,,,,,,,,,,,,,0.072828574
010293.OF,,,,,,,,,,,,,,0.072833496
003805.OF,,,,,,,,,,0.076439477,0.023361454,0.084427937,0.112521928,0.072833759
001939.OF,,,,,,,,,0.28742515,0.082708871,-0.000672078,0.069965871,0.179425837,0.073010106
001362.OF,,,,,,,,,0.053921569,0.143255814,-0.051256431,0.157942239,0.174590802,0.073018475
001154.OF,,,,,,,,,-0.094594595,-0.077425373,-0.329625885,0.285067873,0.525821596,0.073076923
001334.OF,,,,,,,,,0.032007759,0.052631579,0.013392857,0.100440529,0.182546037,0.073121192
519652.OF,,,,,,,,,0.018423752,0.076388889,-0.023963134,0.105760151,0.305721606,0.0732264
006803.OF,,,,,,,,,,,,,0.203414457,0.07342288
002639.OF,,,,,,,,,,0.038182175,-0.113170086,0.202345416,0.230448661,0.073502918
005325.OF,,,,,,,,,,,,0.369562554,0.327637112,0.073522475
001110.OF,,,,,,,,,0.043445122,0.053469686,0.039314936,0.098405497,0.159013605,0.073577193
009215.OF,,,,,,,,,,,,,,0.073642061
001365.OF,,,,,,,,,-0.260381594,0.241274659,-0.292176039,0.436960276,0.842548077,0.073711676
003343.OF,,,,,,,,,,0.115522358,-0.174555127,0.226247361,0.135982579,0.073787492
002430.OF,,,,,,,,,,0.087522728,-0.018113495,0.226752357,0.220033668,0.074050713
001835.OF,,,,,,,,,,,,0.194303154,0.126064736,0.074205749
004397.OF,,,,,,,,,,,-0.381267739,0.100917431,0.363888889,0.074338086
002597.OF,,,,,,,,,,0.150360453,-0.186213071,0.360836084,0.382829928,0.074359874
001342.OF,,,,,,,,,0.402378593,0.156194139,-0.05513308,0.17370892,0.130850526,0.074377346
000058.OF,,,,,,,0.113305613,0.169934641,-0.072483682,0.009778226,0.034341619,0.180194962,0.157589139,0.074413556
003591.OF,,,,,,,,,,0.0974,-0.012028431,0.161655949,0.104990055,0.074441331
001048.OF,,,,,,,,,-0.291386272,0.342830009,-0.323196605,0.393939394,0.449775112,0.074457084
002018.OF,,,,,,,,,0.02204568,0.051317587,0.010756747,0.120625274,0.134608755,0.074500216
001285.OF,,,,,,,,,0.027290448,0.10118488,0.056862745,0.084415585,0.132591959,0.074605071
004617.OF,,,,,,,,,,,-0.119221168,0.236481125,0.264498399,0.074680974
009689.OF,,,,,,,,,,,,,,0.074683177
002455.OF,,,,,,,,,,0.072532073,0.047762691,0.124913263,0.197847682,0.074699749
002383.OF,,,,,,,,,,0.034972678,-0.131995776,0.131386861,0.349462366,0.074900398
009169.OF,,,,,,,,,,,,,,0.074940456
009023.OF,,,,,,,,,,,,,,0.07499006
001806.OF,,,,,,,,,,,-0.021674877,0.099697885,0.121794872,0.075020408
005067.OF,,,,,,,,,,,,0.397394557,0.51790659,0.075074548
004453.OF,,,,,,,,,,,0.010773751,0.229651162,0.282348306,0.0751735
001316.OF,,,,,,,,,0.051973051,0.087831656,0.050969068,0.113969664,0.057925224,0.075235961
007349.OF,,,,,,,,,,,,,0.809592037,0.075259407
240020.OF,,,,,,0.339571004,0.022556391,0.530228758,-0.228510411,0.225605537,-0.198757764,0.617336153,0.751927656,0.075594942
519752.OF,,,,,,,,,0.019361084,0.097465888,0.020426288,0.0948651,0.144674086,0.075686355
