date,code,name,weight
str,300024,机器人,0.17
str,300033,同花顺,0.18
str,300059,东方财富,0.58
str,300070,碧水源,0.15
str,300072,三聚环保,0.1
str,300122,智飞生物,0.2
str,300124,汇川技术,0.22
str,300136,信维通信,0.19
str,300142,沃森生物,0.26
str,300144,宋城演艺,0.14
str,300251,光线传媒,0.06
str,300296,利亚德,0.11
str,300408,三环集团,0.18
str,300433,蓝思科技,0.06
