数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297
市场类型,日期,当日资金流入,当日余额,历史累计净买额,当日成交净买额,买入成交额,卖出成交额,领涨股_股票代码,领涨股_股票名称,领涨股_涨跌幅,上证指数_点数,上证指数_涨跌幅
沪股通,2018-04-13,1008.0,11992.0,220867.51,946.01,4531.05,3585.04,sh600699,均胜电子,0.089931,3159.05,-0.0066380307909035
沪股通,2018-04-12,1536.33,11463.67,219921.5,1492.41,4777.28,3284.87,sh601858,中国科传,0.1,3180.16,-0.00870302486222291
沪股通,2018-04-11,248.16,12751.84,218429.09,185.64,4945.33,4759.69,sh601858,中国科传,0.10029199999999999,3208.08,0.00556683969006236
沪股通,2018-04-10,2640.35,10359.65,218243.45,2542.79,6773.26,4230.47,sh600711,盛屯矿业,0.100578,3190.32,0.0165790924356896
沪股通,2018-04-09,2401.25,10598.75,215700.66,2339.88,6640.82,4300.94,sh603305,旭升股份,0.081753,3138.29,0.00229311649862184
沪股通,2018-04-04,816.290000000001,12183.71,213360.78,786.76,5426.05,4639.29,sh600598,北大荒,0.099914,3131.11,-0.00175985054022948
沪股通,2018-04-03,2462.99,10537.01,212574.02,2394.66,7704.02,5309.36,sh603128,华贸物流,0.07001299999999999,3136.63,-0.0083934521589033
沪股通,2018-03-28,947.48,12052.52,210179.36,887.179999999999,6567.95,5680.77,sh603118,共进股份,0.100559,3122.29,-0.0140084947815515
沪股通,2018-03-27,1701.81,11298.19,209292.18,1632.7,6244.45,4611.75,sh600685,广船国际,0.10019600000000001,3166.65,0.0105082777019007
沪股通,2018-03-26,2146.67,10853.33,207659.48,2023.1,6878.68,4855.58,sh600422,昆明制药,0.099664,3133.72,-0.00603915299610513
沪股通,2018-03-23,-1333.0,14333.0,205636.38,-1409.05,5997.7,7406.75,sh600975,新五丰,0.10037900000000001,3152.76,-0.0339269736600193
沪股通,2018-03-22,169.299999999999,12830.7,207045.43,127.34,4516.03,4388.69,sh603060,国检集团,0.100097,3263.48,-0.00532467730382962
沪股通,2018-03-21,-160.459999999999,13160.46,206918.09,-196.2,4579.28,4775.48,sh601069,西部黄金,0.099747,3280.95,-0.00294471592152288
沪股通,2018-03-20,-517.860000000001,13517.86,207114.29,-575.64,3755.22,4330.86,sh601005,重庆钢铁,0.100437,3290.64,0.00347335518792403
沪股通,2018-03-19,480.75,12519.25,207689.93,421.06,4079.81,3658.75,sh603939,益丰药房,0.071705,3279.25,0.00286554858282258
沪股通,2018-03-16,-1035.0,14035.0,207268.87,-1240.27,4541.7,5781.97,sh600635,大众公用,0.100642,3269.88,-0.00645071115824145
沪股通,2018-03-15,1007.03,11992.97,208509.14,953.630000000001,4683.56,3729.93,sh600876,洛阳玻璃,0.10027200000000001,3291.11,-8.20324605484574e-05
沪股通,2018-03-14,416.93,12583.07,207555.51,337.54,3847.55,3510.01,sh601636,旗滨集团,0.071642,3291.38,-0.00569747208661598
沪股通,2018-03-13,1414.91,11585.09,207217.97,1302.41,4969.04,3666.63,sh600536,中国软件,0.077557,3310.24,-0.0049478462139658
沪股通,2018-03-12,1961.57,11038.43,205915.56,1863.78,5852.04,3988.26,sh601877,正泰电器,0.100167,3326.7,0.00590535110079002
沪股通,2018-03-09,1097.0,11903.0,204051.78,1011.52,4042.34,3030.82,sh601326,秦港股份,0.100176,3307.17,0.00570488473152685
沪股通,2018-03-08,2143.8,10856.2,203040.26,2037.82,4800.27,2762.45,sh600874,创业环保,0.10041499999999999,3288.41,0.00511665296316553
沪股通,2018-03-07,-1682.95,14682.95,201002.44,-1744.3,3828.83,5573.13,sh600460,士兰微,0.062147,3271.67,-0.00546260381075127
沪股通,2018-03-06,718.780000000001,12281.22,202746.74,635.900000000001,5147.77,4511.87,sh600596,新安股份,0.10021800000000002,3289.64,0.0100432001915915
沪股通,2018-03-05,-1233.7,14233.7,202110.84,-1274.46,3515.04,4789.5,sh600635,大众公用,0.099526,3256.93,0.000737433669377648
沪股通,2018-03-02,-830.0,13830.0,203385.3,-875.79,3531.6,4407.39,sh600577,精达股份,0.1,3254.53,-0.00587094310805645
沪股通,2018-03-01,552.82,12447.18,204261.09,449.02,4611.4,4162.38,sh600536,中国软件,0.100231,3273.75,0.00439956924719509
沪股通,2018-02-28,-599.68,13599.68,203812.07,-659.79,4150.95,4810.74,sh600072,中船科技,0.10026600000000001,3259.41,-0.00992080970331746
沪股通,2018-02-27,1701.55,11298.45,204471.86,1648.07,6264.07,4616.0,sh600372,中航电子,0.100083,3292.07,-0.0112627156059191
沪股通,2018-02-26,2096.12,10903.88,202823.79,2044.53,5267.28,3222.75,sh603888,新华网,0.09990399999999999,3329.57,0.0123289004019435
沪股通,2018-02-23,1239.0,11761.0,200779.26,1185.58,4893.06,3707.48,sh600422,昆明制药,0.09975400000000001,3289.02,0.006259637271459
沪股通,2018-02-22,1126.43,11873.57,199593.68,1047.24,5639.48,4592.24,sh601111,中国国航,0.100318,3268.56,0.0216931944635467
沪股通,2018-02-14,450.639999999999,12549.36,198546.44,393.75,3549.67,3155.92,sh600507,方大特钢,0.07362,3199.16,0.00445845473726509
沪股通,2018-02-13,38.2700000000004,12961.73,198152.69,-11.5900000000001,5090.61,5102.2,sh600876,洛阳玻璃,0.099872,3184.96,0.00977768759590635
沪股通,2018-02-12,-1222.33,14222.33,198164.28,-1304.68,5810.41,7115.09,sh600438,通威股份,0.100565,3154.12,0.00775436522517053
沪股通,2018-02-09,-2001.0,15001.0,199468.96,-2107.26,8258.53,10365.79,sh600507,方大特钢,0.070791,3129.85,-0.0405266626814427
沪股通,2018-02-08,1348.33,11651.67,201576.22,1230.41,8204.76,6974.35,sh601231,环旭电子,0.065882,3262.05,-0.0142660292633399
沪股通,2018-02-07,-158.690000000001,13158.69,200345.81,-211.1,9616.66,9827.76,sh601069,西部黄金,0.074948,3309.26,-0.0182131042973907
沪股通,2018-02-06,-7366.15,20366.15,200556.91,-7432.53,7000.67,14433.2,sh601069,西部黄金,0.1,3370.65,-0.033505376344086
沪股通,2018-02-05,-3431.79,16431.79,207989.44,-3552.42,5668.55,9220.97,sh601998,中信银行,0.097035,3487.5,0.00734240687679085
沪股通,2018-02-02,-1159.0,14159.0,211541.86,-1253.48,5967.93,7221.41,sh600583,海油工程,0.100299,3462.08,0.00438064624685954
沪股通,2018-02-01,-784.48,13784.48,212795.34,-881.08,6908.15,7789.23,sh600338,西藏珠峰,0.055637,3446.98,-0.00972469209929813
沪股通,2018-01-31,-208.559999999999,13208.56,213676.42,-341.459999999999,5346.27,5687.73,sh603799,华友钴业,0.07503800000000001,3480.83,-0.00205848033692572
沪股通,2018-01-30,-169.52,13169.52,214017.88,-236.88,6000.32,6237.2,sh600511,国药股份,0.081874,3488.01,-0.00993187624183928
沪股通,2018-01-29,-430.01,13430.01,214254.76,-477.87,6417.26,6895.13,sh601233,桐昆股份,0.070823,3523.0,-0.00987316371239952
沪股通,2018-01-26,2038.0,10962.0,214732.63,1956.58,6819.79,4863.21,sh601155,新城控股,0.07182100000000001,3558.13,0.00276751467600073
沪股通,2018-01-25,1490.03,11509.97,212776.05,1304.3,6715.46,5411.16,sh601899,紫金矿业,0.08407099999999999,3548.31,-0.003135298232602
沪股通,2018-01-24,-549.84,13549.84,211471.75,-697.48,6276.27,6973.75,sh603019,中科曙光,0.09139200000000001,3559.47,0.00365712674467779
沪股通,2018-01-23,2509.31,10490.69,212169.23,2421.07,8464.77,6043.7,sh600531,豫光金铅,0.100471,3546.5,0.0128921333424726
沪股通,2018-01-22,1147.11,11852.89,209748.16,1049.71,6597.82,5548.11,sh603658,安图生物,0.082485,3501.36,0.00387056819941167
沪股通,2018-01-19,373.0,12627.0,208698.45,253.820000000001,6104.56,5850.74,sh601198,东兴证券,0.100358,3487.86,0.00377293330455432
沪股通,2018-01-18,1359.99,11640.01,208444.63,1250.86,6695.2,5444.34,sh600197,伊力特,0.099884,3474.75,0.00873233139894385
沪股通,2018-01-17,-293.26,13293.26,207193.77,-404.86,7837.45,8242.31,sh601878,浙商证券,0.090399,3444.67,0.00235116787280412
沪股通,2018-01-16,948.549999999999,12051.45,207598.63,802.89,6463.02,5660.13,sh600606,绿地控股,0.09989100000000001,3436.59,0.00765285926655711
沪股通,2018-01-15,-1648.93,14648.93,206795.74,-1705.84,4859.78,6565.62,sh600779,水井坊,0.068691,3410.49,-0.00538067157780547
沪股通,2018-01-12,1592.0,11408.0,208501.58,1504.73,4360.51,2855.78,sh600216,浙江医药,0.068343,3428.94,0.00105099055860146
沪股通,2018-01-11,-77.0300000000007,13077.03,206996.85,-159.549999999999,4397.93,4557.48,sh600446,金证股份,0.100061,3425.34,0.0010257669141951
沪股通,2018-01-10,1407.62,11592.38,207156.4,1331.34,5672.51,4341.17,sh603989,艾华集团,0.0999,3421.83,0.00232285655701685
沪股通,2018-01-09,1472.11,11527.89,205825.06,1360.13,5030.67,3670.54,sh600466,蓝光发展,0.099804,3413.9,0.0012963853725495
沪股通,2018-01-08,744.74,12255.26,204464.93,633.45,4930.75,4297.3,sh600596,新安股份,0.10037900000000001,3409.48,0.00522738999041793
沪股通,2018-01-05,1038.0,11962.0,203831.48,929.45,4474.74,3545.29,sh600600,青岛啤酒,0.100126,3391.75,0.00178396850291371
沪股通,2018-01-04,2816.62,10183.38,202902.03,2722.32,6269.67,3547.35,sh603128,华贸物流,0.100473,3385.71,0.00492711725054982
沪股通,2018-01-03,2692.35,10307.65,200179.71,2594.96,6206.63,3611.67,sh600846,同济科技,0.10031000000000001,3369.11,0.00620908395852247
沪股通,2018-01-02,2113.22,10886.78,197584.75,2001.44,4748.17,2746.73,sh600507,方大特钢,0.100079,3348.32,0.01244266245763
沪股通,2017-12-29,871.0,12129.0,195583.31,810.96,3200.17,2389.21,sh600460,士兰微,0.083567,3307.17,0.00327328766707721
沪股通,2017-12-28,1592.17,11407.83,194772.35,1438.69,4541.17,3102.48,sh601899,紫金矿业,0.100939,3296.38,0.00628857859807432
沪股通,2017-12-27,798.190000000001,12201.81,193333.66,751.64,4769.79,4018.15,sh601326,秦港股份,0.1,3275.78,-0.00917692037796562
沪股通,2017-12-21,739.52,12260.48,192582.02,687.03,3462.48,2775.45,sh600917,重庆燃气,0.099567,3300.06,0.00378999878330698
沪股通,2017-12-20,-517.129999999999,13517.13,191894.99,-585.98,3067.18,3653.16,sh601139,深圳燃气,0.074172,3287.6,-0.00271193433114722
沪股通,2017-12-19,908.59,12091.41,192480.97,849.36,3317.33,2467.97,sh600426,华鲁恒升,0.097872,3296.54,0.00875786432960412
沪股通,2017-12-18,1544.43,11455.57,191631.61,1504.18,3748.21,2244.03,sh601699,潞安环能,0.1,3267.92,0.000544985824245195
沪股通,2017-12-15,-1065.0,14065.0,190127.43,-1163.19,3767.37,4930.56,sh601069,西部黄金,0.100282,3266.14,-0.00798799674405614
沪股通,2017-12-14,248.0,12752.0,191290.62,202.11,3180.64,2978.53,sh600876,洛阳玻璃,0.09989200000000001,3292.44,-0.00320916489052506
沪股通,2017-12-13,2160.31,10839.69,191088.51,2067.1,4565.42,2498.32,sh601111,中国国航,0.096304,3303.04,0.00677576574077744
沪股通,2017-12-12,-486.24,13486.24,189021.41,-526.33,3109.12,3635.45,sh603881,数据港,0.100085,3280.81,-0.0124586117632894
沪股通,2017-12-11,1066.01,11933.99,189547.74,999.14,4385.21,3386.07,sh603881,数据港,0.10006999999999999,3322.2,0.00979030331399185
沪股通,2017-12-08,2924.0,10076.0,188548.6,2755.65,5822.22,3066.57,sh601933,永辉超市,0.100112,3289.99,0.00548280130193597
沪股通,2017-12-07,-850.4,13850.4,185792.95,-881.95,3745.94,4627.89,sh600446,金证股份,0.058384,3272.05,-0.00665156832505551
沪股通,2017-12-06,-3833.48,16833.48,186674.9,-3862.52,3476.62,7339.14,sh600460,士兰微,0.100377,3293.96,-0.00294217357613322
沪股通,2017-12-05,-2714.91,15714.91,190537.42,-2747.11,4146.14,6893.25,sh601155,新城控股,0.032347,3303.68,-0.00179476797940551
沪股通,2017-12-04,-302.190000000001,13302.19,193284.53,-367.77,3826.38,4194.15,sh600809,山西汾酒,0.068583,3309.62,-0.00241136718490966
沪股通,2017-12-01,1209.0,11791.0,193652.3,1172.85,4789.02,3616.17,sh600667,太极实业,0.100264,3317.62,0.000129627787374204
沪股通,2017-11-30,-199.65,13199.65,192479.45,-253.4,4342.09,4595.49,sh603600,永艺股份,0.043629,3317.19,-0.00619259046215242
沪股通,2017-11-29,1014.57,11985.43,192732.85,935.45,5145.28,4209.83,sh600048,保利地产,0.100171,3337.86,0.00125987653209994
沪股通,2017-11-28,2100.54,10899.46,191797.4,2013.91,5275.18,3261.27,sh600460,士兰微,0.10037900000000001,3333.66,0.00344046017283567
沪股通,2017-11-27,-701.99,13701.99,189783.49,-796.54,4870.04,5666.58,sh603355,莱克电气,0.034308,3322.23,-0.00941911014902414
沪股通,2017-11-24,944.0,12056.0,190580.03,849.18,6408.04,5558.86,sh600206,有研新材,0.1,3353.82,0.000566839304040696
沪股通,2017-11-23,2099.04,10900.96,189730.85,2012.23,8166.48,6154.25,sh603160,汇顶科技,0.099964,3351.92,-0.0228948887321234
沪股通,2017-11-22,368.35,12631.65,187718.62,315.12,6170.15,5855.03,sh601766,中国中车,0.09842100000000001,3430.46,0.00585251429409179
沪股通,2017-11-21,-435.1,13435.1,187403.5,-515.719999999999,5579.64,6095.36,sh600030,中信证券,0.084038,3410.5,0.00533545572456076
沪股通,2017-11-20,-1503.28,14503.28,187919.22,-1613.19,4955.96,6569.15,sh601233,桐昆股份,0.08525,3392.4,0.00280527711349112
沪股通,2017-11-17,-2338.0,15338.0,189532.41,-2444.23,5521.1,7965.33,sh600036,招商银行,0.045552,3382.91,-0.00480694270795033
沪股通,2017-11-16,-3.6200000000008,13003.62,191976.64,-64.7199999999998,3320.26,3384.98,sh600438,通威股份,0.072917,3399.25,-0.00096105239645909
沪股通,2017-11-15,-1157.29,14157.29,192041.36,-1267.25,3840.66,5107.91,sh600559,老白干酒,0.1,3402.52,-0.00788150048840233
沪股通,2017-11-14,-8.19000000000051,13008.19,193308.61,-67.9899999999998,4278.87,4346.86,sh600559,老白干酒,0.1,3429.55,-0.00530188553379945
沪股通,2017-11-13,193.870000000001,12806.13,193376.6,108.77,4732.34,4623.57,sh600507,方大特钢,0.10007500000000001,3447.83,0.00441638724374899
沪股通,2017-11-10,215.0,12785.0,193267.83,113.009999999999,4646.86,4533.85,sh600460,士兰微,0.100398,3432.67,0.00142365780867559
沪股通,2017-11-09,1743.37,11256.63,193154.82,1678.4,4864.71,3186.31,sh600559,老白干酒,0.10004,3427.79,0.00361005545373095
沪股通,2017-11-08,1079.98,11920.02,191476.42,1028.34,5123.42,4095.08,sh600559,老白干酒,0.09982300000000001,3415.46,0.000553672548094773
沪股通,2017-11-07,969.85,12030.15,190448.08,909.41,4971.11,4061.7,sh603019,中科曙光,0.10004500000000001,3413.57,0.00749667224489919
沪股通,2017-11-06,-22.8700000000008,13022.87,189538.67,-108.79,3271.82,3380.61,sh600206,有研新材,0.100102,3388.17,0.00487285496509229
沪股通,2017-11-03,-189.0,13189.0,189647.46,-256.44,3801.28,4057.72,sh600196,复星医药,0.054180000000000006,3371.74,-0.00341972801782874
沪股通,2017-11-02,892.290000000001,12107.71,189903.9,810.3,4100.71,3290.41,sh600337,美克家居,0.068581,3383.31,-0.00371034568053921
沪股通,2017-11-01,1622.93,11377.07,189093.6,1546.94,4681.83,3134.89,sh603019,中科曙光,0.08967499999999999,3395.91,0.000757365899084592
沪股通,2017-10-31,-1040.81,14040.81,187546.66,-1147.26,3487.0,4634.26,sh603128,华贸物流,0.08667299999999999,3393.34,0.000884867004489225
沪股通,2017-10-30,-1256.25,14256.25,188693.92,-1339.43,4667.51,6006.94,sh600580,卧龙电气,0.09949,3390.34,-0.00774699207740547
沪股通,2017-10-27,127.450000000001,12872.55,190033.35,-90.3299999999999,4388.16,4478.49,sh600519,贵州茅台,0.07360900000000001,3416.81,0.00271160973949171
沪股通,2017-10-26,1445.83,11554.17,190123.68,1341.6,5480.91,4139.31,sh600975,新五丰,0.099541,3407.57,0.00314109923754013
沪股通,2017-10-25,287.370000000001,12712.63,188782.08,206.55,3539.19,3332.64,sh603806,福斯特,0.081586,3396.9,0.00255294030841883
沪股通,2017-10-24,-2207.21,15207.21,188575.53,-2256.95,3027.39,5284.34,sh600763,通策医疗,0.100039,3388.25,0.00223326530008584
沪股通,2017-10-23,-1183.63,14183.63,190832.48,-1239.12,2539.12,3778.24,sh603128,华贸物流,0.100368,3380.7,0.000606751217202056
沪股通,2017-10-20,-126.0,13126.0,192071.6,-200.39,2900.86,3101.25,sh600018,上港集团,0.100559,3378.65,0.00251619354513274
沪股通,2017-10-19,-94.6100000000006,13094.61,192271.99,-147.82,4522.17,4669.99,sh600196,复星医药,0.05819200000000001,3370.17,-0.00343605013912747
沪股通,2017-10-18,-650.93,13650.93,192419.81,-729.63,2904.07,3633.7,sh600332,白云山,0.06919600000000001,3381.79,0.00289142477550682
沪股通,2017-10-17,218.549999999999,12781.45,193149.44,158.34,2992.87,2834.53,sh601012,隆基股份,0.05071900000000001,3372.04,-0.00190322838444617
沪股通,2017-10-16,363.99,12636.01,192991.1,307.23,3574.07,3266.84,sh601633,长城汽车,0.053018,3378.47,-0.0035540271108857
沪股通,2017-10-13,-674.0,13674.0,192683.87,-713.3,2372.06,3085.36,sh603568,伟明环保,0.100138,3390.52,0.00130533652284341
沪股通,2017-10-12,-407.389999999999,13407.39,193397.17,-464.5,2731.0,3195.5,sh603888,新华网,0.100068,3386.1,-0.000643394288547668
沪股通,2017-10-11,597.67,12402.33,193861.67,538.74,3381.46,2842.72,sh600867,通化东宝,0.080402,3388.28,0.00156370547947243
沪股通,2017-10-10,2465.29,10534.71,193322.93,2394.41,5572.98,3178.57,sh600763,通策医疗,0.100042,3382.99,0.00255157984577898
沪股通,2017-10-09,4714.84,8285.16,190928.52,4675.21,7138.92,2463.71,sh600460,士兰微,0.098848,3374.38,0.00759643349836069
沪股通,2017-09-29,455.0,12545.0,186253.31,397.4,2202.94,1805.54,sh600460,士兰微,0.100317,3348.94,0.0027847312884024
沪股通,2017-09-28,-158.17,13158.17,185855.91,-193.48,2354.07,2547.55,sh603019,中科曙光,0.09994,3339.64,-0.00168297327271046
沪股通,2017-09-27,-142.219999999999,13142.22,186049.39,-195.85,2150.85,2346.7,sh600498,烽火通信,0.1,3345.27,0.000505446258202303
沪股通,2017-09-26,-101.16,13101.16,186245.24,-140.77,2549.65,2690.42,sh600141,兴发集团,0.089077,3343.58,0.00060750250632184
沪股通,2017-09-25,-1834.49,14834.49,186386.01,-1881.13,2228.31,4109.44,sh600436,片仔癀,0.0567,3341.55,-0.00327513847750804
沪股通,2017-09-22,-440.0,13440.0,188267.14,-484.9,2287.58,2772.48,sh600206,有研新材,0.1,3352.53,-0.00157245347413932
沪股通,2017-09-21,878.639999999999,12121.36,188752.04,826.12,3582.9,2756.78,sh603355,莱克电气,0.1,3357.81,-0.00243315508021392
沪股通,2017-09-20,985.18,12014.82,187925.92,910.5,3560.71,2650.21,sh600460,士兰微,0.100244,3366.0,0.00272875680699701
沪股通,2017-09-19,-88.1100000000006,13088.11,187015.42,-153.99,2811.54,2965.53,sh600233,圆通速递,0.100106,3356.84,-0.00179014291406719
沪股通,2017-09-18,2588.74,10411.26,187169.41,2524.95,4834.25,2309.3,sh600460,士兰微,0.099711,3362.86,0.0027552316601166
沪股通,2017-09-15,203.0,12797.0,184644.46,115.75,3095.53,2979.78,sh600846,同济科技,0.075653,3353.62,-0.00528262488024368
沪股通,2017-09-14,-235.469999999999,13235.47,184528.71,-295.07,2779.88,3074.95,sh600466,蓝光发展,0.059898,3371.43,-0.00375869863924479
沪股通,2017-09-13,-281.860000000001,13281.86,184823.78,-339.98,2345.98,2685.96,sh603806,福斯特,0.07036400000000001,3384.15,0.00137890628467618
沪股通,2017-09-12,1821.45,11178.55,185163.76,1761.26,3957.19,2195.93,sh600846,同济科技,0.08792799999999999,3379.49,0.00090924707234281
沪股通,2017-09-11,1818.64,11181.36,183402.5,1748.61,4029.68,2281.07,sh600699,均胜电子,0.10012499999999999,3376.42,0.00332219990253304
沪股通,2017-09-08,-255.0,13255.0,181653.89,-304.28,2862.96,3167.24,sh603060,国检集团,0.061742,3365.24,-7.72544941316946e-05
沪股通,2017-09-07,223.959999999999,12776.04,181958.17,169.18,2675.2,2506.02,sh600703,三安光电,0.06738100000000001,3365.5,-0.00587524627886296
沪股通,2017-09-06,82.2000000000007,12917.8,181788.99,32.7600000000002,2610.38,2577.62,sh601618,中国中冶,0.10059200000000001,3385.39,0.000316163956126994
沪股通,2017-09-05,162.68,12837.32,181756.23,108.44,2855.41,2746.97,sh603019,中科曙光,0.085086,3384.32,0.00140254114416591
沪股通,2017-09-04,606.66,12393.34,181647.79,501.85,3389.33,2887.48,sh601326,秦港股份,0.100094,3379.58,0.00370049181496354
沪股通,2017-09-01,2278.0,10722.0,181145.94,2161.91,4479.12,2317.21,sh600380,健康元,0.10021100000000001,3367.12,0.00187752357318621
沪股通,2017-08-31,1191.51,11808.49,178984.03,1135.99,3785.2,2649.21,sh601326,秦港股份,0.10057100000000001,3360.81,-0.000838379964502684
沪股通,2017-08-30,2298.8,10701.2,177848.04,2235.51,4947.12,2711.61,sh601326,秦港股份,0.10062900000000001,3363.63,-0.000475450414979038
沪股通,2017-08-29,910.99,12089.01,175612.53,850.42,3487.22,2636.8,sh600755,厦门国贸,0.100177,3365.23,0.000767252018497294
沪股通,2017-08-28,1907.17,11092.83,174762.11,1849.63,4614.98,2765.35,sh601881,中国银河,0.100386,3362.65,0.00934408318125063
沪股通,2017-08-25,1717.0,11283.0,172912.48,1648.33,3706.78,2058.45,sh603589,口子窖,0.07341700000000001,3331.52,0.0183432115445161
沪股通,2017-08-24,759.23,12240.77,171264.15,712.3,3031.14,2318.84,sh600876,洛阳玻璃,0.1,3271.51,-0.00492441524469982
沪股通,2017-08-22,-201.92,13201.92,170551.85,-244.52,1942.15,2186.67,sh603298,杭叉集团,0.10010400000000001,3290.23,0.0010100672059777
沪股通,2017-08-21,-157.040000000001,13157.04,170796.37,-270.37,2069.86,2340.23,sh600050,中国联通,0.100402,3286.91,0.00556486942901198
沪股通,2017-08-18,37.0,12963.0,171066.74,-9.90000000000009,2060.19,2070.09,sh600125,铁龙物流,0.100352,3268.72,8.87276153994314e-05
沪股通,2017-08-17,-28.1599999999999,13028.16,171076.64,-72.7500000000002,2012.51,2085.26,sh600876,洛阳玻璃,0.1,3268.43,0.00677047236211863
沪股通,2017-08-16,207.77,12792.23,171149.39,148.73,1815.85,1667.12,sh601016,节能风电,0.10109299999999999,3246.45,-0.00147942643775041
沪股通,2017-08-15,-206.299999999999,13206.3,171000.66,-265.13,2181.47,2446.6,sh600460,士兰微,0.100494,3251.26,0.00429362196357529
沪股通,2017-08-14,-211.59,13211.59,171265.79,-263.36,2529.39,2792.75,sh600477,杭萧钢构,0.100249,3237.36,0.00898227854413539
沪股通,2017-08-11,-732.0,13732.0,171529.15,-777.74,3220.19,3997.93,sh600787,中储股份,0.049941000000000006,3208.54,-0.016313328734575
沪股通,2017-08-10,-436.9,13436.9,172306.89,-491.34,2749.15,3240.49,sh601866,中海集运,0.079404,3261.75,-0.00421911300933888
沪股通,2017-08-09,747.09,12252.91,172798.23,700.54,2583.12,1882.58,sh600395,盘江股份,0.100244,3275.57,-0.0019196372799653
沪股通,2017-08-08,1051.9,11948.1,172097.69,1012.06,2705.77,1693.71,sh603609,禾丰牧业,0.100338,3281.87,0.000734877083422226
沪股通,2017-08-07,1620.91,11379.09,171085.63,1552.06,3385.43,1833.37,sh600111,包钢稀土,0.099943,3279.46,0.00532788895428687
沪股通,2017-08-04,2075.0,10925.0,169533.57,2014.56,3807.72,1793.16,sh600879,航天电子,0.100244,3262.08,-0.00331507242745794
沪股通,2017-08-03,1320.73,11679.27,167519.01,1283.12,3418.61,2135.49,sh600808,马钢股份,0.101053,3272.93,-0.00369247441447039
沪股通,2017-08-02,174.200000000001,12825.8,166235.89,124.48,3450.83,3326.35,sh600643,爱建股份,0.10013400000000001,3285.06,-0.00230210408669029
沪股通,2017-08-01,968.74,12031.26,166111.41,896.66,3027.58,2130.92,sh601336,新华保险,0.10006999999999999,3292.64,0.00599139024084707
沪股通,2017-07-31,938.9,12061.1,165214.75,888.24,2632.21,1743.97,sh600010,包钢股份,0.101961,3273.03,0.00608316632034538
沪股通,2017-07-28,1465.0,11535.0,164326.51,1410.98,2936.89,1525.91,sh601919,中国远洋,0.1008,3253.24,0.00106468745576611
沪股通,2017-07-27,1513.77,11486.23,162915.53,1461.32,3455.5,1994.18,sh600570,恒生电子,0.0706,3249.78,0.000649696551681706
沪股通,2017-07-26,1299.3,11700.7,161454.21,1227.5,3673.28,2445.78,sh601919,中国远洋,0.10093500000000001,3247.67,0.0012269976477407
沪股通,2017-07-25,32.0699999999997,12967.93,160226.71,-20.6500000000001,2144.43,2165.08,sh601789,宁波建工,0.091089,3243.69,-0.00212576139789573
沪股通,2017-07-24,206.530000000001,12793.47,160247.36,144.84,2516.88,2372.04,sh600516,方大炭素,0.10012700000000001,3250.6,0.00389749164602619
沪股通,2017-07-21,382.0,12618.0,160102.52,332.03,2617.29,2285.26,sh600755,厦门国贸,0.100473,3237.98,-0.00212027637556015
沪股通,2017-07-20,-189.59,13189.59,159770.49,-230.53,2516.66,2747.19,sh600846,同济科技,0.10047800000000001,3244.86,0.0042959102191905
沪股通,2017-07-19,753.84,12246.16,160001.02,702.34,3045.53,2343.19,sh600531,豫光金铅,0.100662,3230.98,0.0136185244559335
沪股通,2017-07-18,1128.66,11871.34,159298.68,1084.22,3684.43,2600.21,sh600507,方大特钢,0.09989,3187.57,0.00349760425127347
沪股通,2017-07-17,75.3199999999997,12924.68,158214.46,17.9500000000003,3514.32,3496.37,sh601998,中信银行,0.061377,3176.46,-0.0142625728489769
沪股通,2017-07-14,-85.0,13085.0,158196.51,-143.23,2297.15,2440.38,sh600787,中储股份,0.099483,3222.42,0.00132373778805287
沪股通,2017-07-13,790.49,12209.51,158339.74,751.47,3075.2,2323.73,sh600326,西藏天路,0.10037900000000001,3218.16,0.00644870744384742
沪股通,2017-07-12,605.49,12394.51,157588.27,549.31,2746.38,2197.07,sh600326,西藏天路,0.1,3197.54,-0.00171711873719966
沪股通,2017-07-11,162.860000000001,12837.14,157038.96,118.2,2301.57,2183.37,sh600720,祁连山,0.09952,3203.04,-0.0029850932102359
沪股通,2017-07-10,125.6,12874.4,156920.76,75.3300000000002,1890.18,1814.85,sh600171,上海贝岭,0.10028700000000002,3212.63,-0.00165632885430519
沪股通,2017-07-07,-128.0,13128.0,156845.43,-180.11,1798.75,1978.86,sh600516,方大炭素,0.09987700000000001,3217.96,0.00171832003087995
沪股通,2017-07-06,-811.950000000001,13811.95,157025.54,-842.89,1903.84,2746.73,sh603993,洛阳钼业,0.10019299999999999,3212.44,0.00165568592479879
沪股通,2017-07-05,341.02,12658.98,157868.43,287.47,1804.93,1517.46,sh600516,方大炭素,0.080612,3207.13,0.00764421264295586
沪股通,2017-07-04,-311.190000000001,13311.19,157580.96,-361.45,1792.86,2154.31,sh601233,桐昆股份,0.060189000000000006,3182.8,-0.00410211801959369
沪股通,2017-07-03,179.26,12820.74,157942.41,143.1,1907.01,1763.91,sh600808,马钢股份,0.09887000000000001,3195.91,0.00109007871746601
沪股通,2017-06-30,-961.0,13961.0,157799.31,-1030.9,1698.02,2728.92,sh603008,喜临门,0.078087,3192.43,0.0013707395720281
沪股通,2017-06-29,2216.55,10783.45,158830.21,2071.91,4062.92,1991.01,sh600585,海螺水泥,0.05,3188.06,0.00468296987268377
